index,neighbourhood,type of crime,lat,long,x,y
34043,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34044,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56698902,-122.5415087,7679327,699417
34045,Parkrose,Burglary,45.56698902,-122.5415087,7679327,699417
34046,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34047,Parkrose,Vandalism,45.56698902,-122.5415087,7679327,699417
34048,Parkrose,Motor Vehicle Theft,45.56698902,-122.5415087,7679327,699417
34049,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34050,Parkrose,Motor Vehicle Theft,45.56698902,-122.5415087,7679327,699417
34051,Parkrose,Motor Vehicle Theft,45.56698902,-122.5415087,7679327,699417
34052,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34053,Parkrose,Vandalism,45.56698902,-122.5415087,7679327,699417
34054,Parkrose,Motor Vehicle Theft,45.56698902,-122.5415087,7679327,699417
34055,Parkrose,Vandalism,45.56698902,-122.5415087,7679327,699417
34056,Parkrose,Motor Vehicle Theft,45.56698902,-122.5415087,7679327,699417
34057,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34058,Parkrose,Theft From Motor Vehicle,45.56698902,-122.5415087,7679327,699417
34059,Parkrose,Vandalism,45.56698902,-122.5415087,7679327,699417
34060,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56698902,-122.5415087,7679327,699417
34061,Parkrose,Vandalism,45.56698902,-122.5415087,7679327,699417
34062,Parkrose,Motor Vehicle Theft,45.57009869,-122.5431362,7678939,700561
34063,Parkrose,Vandalism,45.57009869,-122.5431362,7678939,700561
34064,Parkrose,Theft From Building,45.57009869,-122.5431362,7678939,700561
34065,Parkrose,Vandalism,45.57009869,-122.5431362,7678939,700561
34066,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.57009869,-122.5431362,7678939,700561
34067,Parkrose,Theft From Motor Vehicle,45.57009869,-122.5431362,7678939,700561
34068,Parkrose,Theft From Motor Vehicle,45.57009869,-122.5431362,7678939,700561
34069,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.57009869,-122.5431362,7678939,700561
34070,Parkrose,Vandalism,45.57009869,-122.5431362,7678939,700561
34071,Parkrose,Robbery,45.55763322,-122.5418399,7679156,696009
34072,Parkrose,Burglary,45.55763322,-122.5418399,7679156,696009
34073,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.55763322,-122.5418399,7679156,696009
34074,Parkrose,Theft From Motor Vehicle,45.55763322,-122.5418399,7679156,696009
34075,Parkrose,Vandalism,45.55763322,-122.5418399,7679156,696009
34076,Parkrose,Vandalism,45.55763322,-122.5418399,7679156,696009
34077,Parkrose,Motor Vehicle Theft,45.56522866,-122.5395979,7679800,698763
34078,Parkrose,Vandalism,45.54800043,-122.5413918,7679182,692495
34079,Parkrose,Motor Vehicle Theft,45.56948731,-122.5412588,7679414,700326
34080,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56948731,-122.5412588,7679414,700326
34081,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56948731,-122.5412588,7679414,700326
34082,Parkrose,Vandalism,45.56948731,-122.5412588,7679414,700326
34083,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56948731,-122.5412588,7679414,700326
34084,Parkrose,Motor Vehicle Theft,45.55972795,-122.541142,7679354,696768
34085,Parkrose,Theft From Motor Vehicle,45.55758328,-122.5406353,7679464,695983
34086,Parkrose,Embezzlement,45.55758328,-122.5406353,7679464,695983
34087,Parkrose,Motor Vehicle Theft,45.55749512,-122.5406555,7679458,695951
34088,Parkrose,Vandalism,45.55758328,-122.5406353,7679464,695983
34089,Parkrose,Vandalism,45.55758328,-122.5406353,7679464,695983
34090,Parkrose,Theft From Motor Vehicle,45.56723211,-122.5386309,7680066,699487
34091,Parkrose,Motor Vehicle Theft,45.56723211,-122.5386309,7680066,699487
34092,Parkrose,Theft From Motor Vehicle,45.56723211,-122.5386309,7680066,699487
34093,Parkrose,Theft From Motor Vehicle,45.56723211,-122.5386309,7680066,699487
34094,Parkrose,Vandalism,45.56723211,-122.5386309,7680066,699487
34095,Parkrose,Theft From Motor Vehicle,45.56723211,-122.5386309,7680066,699487
34096,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34097,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34098,Parkrose,Vandalism,45.56731669,-122.5386574,7680060,699518
34099,Parkrose,Theft From Motor Vehicle,45.56731669,-122.5386574,7680060,699518
34100,Parkrose,Motor Vehicle Theft,45.56723211,-122.5386309,7680066,699487
34101,Parkrose,Motor Vehicle Theft,45.56723211,-122.5386309,7680066,699487
34102,Parkrose,Theft From Motor Vehicle,45.56731669,-122.5386574,7680060,699518
34103,Parkrose,Motor Vehicle Theft,45.56731669,-122.5386574,7680060,699518
34104,Parkrose,Motor Vehicle Theft,45.56723211,-122.5386309,7680066,699487
34105,Parkrose,Vandalism,45.56723211,-122.5386309,7680066,699487
34106,Parkrose,Theft From Motor Vehicle,45.56723211,-122.5386309,7680066,699487
34107,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34108,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34109,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34110,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34111,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56723211,-122.5386309,7680066,699487
34112,Parkrose,Credit Card/ATM Fraud,45.54800351,-122.5402908,7679464,692489
34113,Parkrose,Motor Vehicle Theft,45.56857115,-122.5397024,7679804,699982
34114,Parkrose,Motor Vehicle Theft,45.56857115,-122.5397024,7679804,699982
34115,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34116,Parkrose,Vandalism,45.56857115,-122.5397024,7679804,699982
34117,Parkrose,Motor Vehicle Theft,45.56857115,-122.5397024,7679804,699982
34118,Parkrose,Motor Vehicle Theft,45.56857115,-122.5397024,7679804,699982
34119,Parkrose,Burglary,45.56857115,-122.5397024,7679804,699982
34120,Parkrose,Motor Vehicle Theft,45.56857115,-122.5397024,7679804,699982
34121,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34122,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34123,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56857115,-122.5397024,7679804,699982
34124,Parkrose,Vandalism,45.56857115,-122.5397024,7679804,699982
34125,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34126,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34127,Parkrose,Vandalism,45.56857115,-122.5397024,7679804,699982
34128,Parkrose,Vandalism,45.56857115,-122.5397024,7679804,699982
34129,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56857115,-122.5397024,7679804,699982
34130,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56857115,-122.5397024,7679804,699982
34131,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34132,Parkrose,All Other Larceny,45.56857115,-122.5397024,7679804,699982
34133,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56857115,-122.5397024,7679804,699982
34134,Parkrose,Theft From Motor Vehicle,45.56857115,-122.5397024,7679804,699982
34135,Parkrose,Vandalism,45.56862772,-122.5396068,7679829,700002
34136,Parkrose,Vandalism,45.56862772,-122.5396068,7679829,700002
34137,Parkrose,False Pretenses/Swindle/Confidence Game,45.5554133,-122.5401628,7679565,695189
34138,Parkrose,Aggravated Assault,45.55736201,-122.5394987,7679753,695895
34139,Parkrose,Vandalism,45.55736201,-122.5394987,7679753,695895
34140,Parkrose,Simple Assault,45.55736201,-122.5394987,7679753,695895
34141,Parkrose,Motor Vehicle Theft,45.56104681,-122.5404122,7679553,697244
34142,Parkrose,Vandalism,45.56104681,-122.5404122,7679553,697244
34143,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56104681,-122.5404122,7679553,697244
34144,Parkrose,Vandalism,45.56104681,-122.5404122,7679553,697244
34145,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56480223,-122.5371883,7680413,698592
34146,Parkrose,Burglary,45.56480223,-122.5371883,7680413,698592
34147,Parkrose,Burglary,45.56480223,-122.5371883,7680413,698592
34148,Parkrose,Vandalism,45.56480223,-122.5371883,7680413,698592
34149,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34150,Parkrose,Burglary,45.56731033,-122.5377783,7680285,699510
34151,Parkrose,Theft From Motor Vehicle,45.56731033,-122.5377783,7680285,699510
34152,Parkrose,Motor Vehicle Theft,45.56731033,-122.5377783,7680285,699510
34153,Parkrose,Motor Vehicle Theft,45.567222,-122.5367244,7680554,699471
34154,Parkrose,Motor Vehicle Theft,45.567222,-122.5367244,7680554,699471
34155,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34156,Parkrose,Vandalism,45.56731033,-122.5377783,7680285,699510
34157,Parkrose,Motor Vehicle Theft,45.56731033,-122.5377783,7680285,699510
34158,Parkrose,Burglary,45.56730494,-122.5366883,7680564,699501
34159,Parkrose,Motor Vehicle Theft,45.567222,-122.5367244,7680554,699471
34160,Parkrose,Vandalism,45.56731033,-122.5377783,7680285,699510
34161,Parkrose,Motor Vehicle Theft,45.56731033,-122.5377783,7680285,699510
34162,Parkrose,Motor Vehicle Theft,45.56731033,-122.5377783,7680285,699510
34163,Parkrose,Motor Vehicle Theft,45.567222,-122.5367244,7680554,699471
34164,Parkrose,Motor Vehicle Theft,45.56731033,-122.5377783,7680285,699510
34165,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34166,Parkrose,Motor Vehicle Theft,45.567222,-122.5367244,7680554,699471
34167,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34168,Parkrose,Drug/Narcotic Violations,45.567222,-122.5367244,7680554,699471
34169,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34170,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34171,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34172,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34173,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34174,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34175,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34176,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34177,Parkrose,Purchasing Prostitution,45.567222,-122.5367244,7680554,699471
34178,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34179,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34180,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34181,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34182,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34183,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34184,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34185,Parkrose,Theft From Building,45.56730494,-122.5366883,7680564,699501
34186,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56731033,-122.5377783,7680285,699510
34187,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34188,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34189,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34190,Parkrose,Theft From Motor Vehicle,45.56731033,-122.5377783,7680285,699510
34191,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34192,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34193,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34194,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34195,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34196,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34197,Parkrose,Credit Card/ATM Fraud,45.56739813,-122.5377775,7680286,699542
34198,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.567222,-122.5367244,7680554,699471
34199,Parkrose,Theft From Motor Vehicle,45.56731033,-122.5377783,7680285,699510
34200,Parkrose,Theft From Motor Vehicle,45.567222,-122.5367244,7680554,699471
34201,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34202,Parkrose,Vandalism,45.567222,-122.5367244,7680554,699471
34203,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56731033,-122.5377783,7680285,699510
34204,Parkrose,Theft From Motor Vehicle,45.55843241,-122.5387014,7679967,696280
34205,Parkrose,Identity Theft,45.55843241,-122.5387014,7679967,696280
34206,Parkrose,Arson,45.5680674,-122.537786,7680290,699786
34207,Parkrose,Vandalism,45.5680674,-122.537786,7680290,699786
34208,Parkrose,Theft From Motor Vehicle,45.5680674,-122.537786,7680290,699786
34209,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.5680674,-122.537786,7680290,699786
34210,Parkrose,Theft From Motor Vehicle,45.5680674,-122.537786,7680290,699786
34211,Parkrose,Theft From Motor Vehicle,45.5680674,-122.537786,7680290,699786
34212,Parkrose,Theft From Motor Vehicle,45.5680674,-122.537786,7680290,699786
34213,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.5680674,-122.537786,7680290,699786
34214,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.5680674,-122.537786,7680290,699786
34215,Parkrose,Vandalism,45.5680674,-122.537786,7680290,699786
34216,Parkrose,Motor Vehicle Theft,45.55970828,-122.5396221,7679743,696751
34217,Parkrose,Stolen Property Offenses,45.55970828,-122.5396221,7679743,696751
34218,Parkrose,Vandalism,45.55970828,-122.5396221,7679743,696751
34219,Parkrose,All Other Larceny,45.55970828,-122.5396221,7679743,696751
34220,Parkrose,Burglary,45.55726764,-122.5386322,7679974,695855
34221,Parkrose,Motor Vehicle Theft,45.55176429,-122.5387781,7679886,693850
34222,Parkrose,Theft From Building,45.55176429,-122.5387781,7679886,693850
34223,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.55176429,-122.5387781,7679886,693850
34224,Parkrose,Vandalism,45.55176429,-122.5387781,7679886,693850
34225,Parkrose,All Other Larceny,45.55176429,-122.5387781,7679886,693850
34226,Parkrose,Burglary,45.5609133,-122.5395873,7679763,697190
34227,Parkrose,Motor Vehicle Theft,45.5609133,-122.5395873,7679763,697190
34228,Parkrose,Theft From Motor Vehicle,45.56543416,-122.5357423,7680789,698813
34229,Parkrose,Vandalism,45.56543416,-122.5357423,7680789,698813
34230,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56543416,-122.5357423,7680789,698813
34231,Parkrose,Motor Vehicle Theft,45.56543416,-122.5357423,7680789,698813
34232,Parkrose,Motor Vehicle Theft,45.56543416,-122.5357423,7680789,698813
34233,Parkrose,Theft From Motor Vehicle,45.56543416,-122.5357423,7680789,698813
34234,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56543416,-122.5357423,7680789,698813
34235,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56628965,-122.5348395,7681028,699119
34236,Parkrose,Vandalism,45.56628965,-122.5348395,7681028,699119
34237,Parkrose,All Other Larceny,45.56628965,-122.5348395,7681028,699119
34238,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56628965,-122.5348395,7681028,699119
34239,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56628965,-122.5348395,7681028,699119
34240,Parkrose,Theft From Building,45.55913719,-122.5394922,7679771,696542
34241,Parkrose,Motor Vehicle Theft,45.55913659,-122.5393711,7679802,696541
34242,Parkrose,Burglary,45.55913719,-122.5394922,7679771,696542
34243,Parkrose,Motor Vehicle Theft,45.55913659,-122.5393711,7679802,696541
34244,Parkrose,Vandalism,45.55913719,-122.5394922,7679771,696542
34245,Parkrose,Burglary,45.55913719,-122.5394922,7679771,696542
34246,Parkrose,Vandalism,45.55913719,-122.5394922,7679771,696542
34247,Parkrose,Burglary,45.55913719,-122.5394922,7679771,696542
34248,Parkrose,Burglary,45.55913719,-122.5394922,7679771,696542
34249,Parkrose,Burglary,45.55913719,-122.5394922,7679771,696542
34250,Parkrose,Vandalism,45.55913719,-122.5394922,7679771,696542
34251,Parkrose,Motor Vehicle Theft,45.54799767,-122.5379907,7680053,692472
34252,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.56277031,-122.5357366,7680766,697842
34253,Parkrose,Vandalism,45.5694032,-122.5364082,7680655,700264
34254,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.55956092,-122.5383397,7680070,696689
34255,Parkrose,Vandalism,45.55956092,-122.5383397,7680070,696689
34256,Parkrose,Theft of Motor Vehicle Parts or Accessories,45.55956092,-122.5383397,7680070,696689
34257,Parkrose,Burglary,45.56617233,-122.5351126,7680957,699078
34258,Parkrose,All Other Larceny,45.56617233,-122.5351126,7680957,699078
34259,Parkrose,Burglary,45.56617233,-122.5351126,7680957,699078
34260,Parkrose,Vandalism,45.56617233,-122.5351126,7680957,699078
34261,Parkrose,Purchasing Prostitution,45.56065238,-122.5631323,7673732,697248
34262,Parkrose,Identity Theft,45.57359241,-122.5470786,7677962,701860
34263,Parkrose,Theft From Motor Vehicle,45.57359241,-122.5470786,7677962,701860
34264,Parkrose,Motor Vehicle Theft,45.56387861,-122.5588556,7674857,698396
34265,Parkrose,Weapons Law Violations,45.55899537,-122.5652669,7673170,696658
34266,Parkrose,Vandalism,45.55686917,-122.5666384,7672799,695892
34267,Parkrose,Robbery,45.55538651,-122.56487,7673238,695340
34268,Parkrose,Vandalism,45.55835787,-122.5639471,7673502,696417
34269,Parkrose,Weapons Law Violations,45.55879226,-122.5628265,7673793,696568
34270,Parkrose,Arson,45.55894134,-122.5557279,7675612,696576
34271,Parkrose,Drug/Narcotic Violations,45.56531076,-122.5547127,7675931,698891
34272,Parkrose,Weapons Law Violations,45.56531076,-122.5547127,7675931,698891
34273,Parkrose,Motor Vehicle Theft,45.55176687,-122.5506649,7676842,693928
34274,Parkrose,Aggravated Assault,45.55176687,-122.5506649,7676842,693928
34275,Parkrose,Motor Vehicle Theft,45.56817601,-122.5474261,7677823,699888
34276,Parkrose,Aggravated Assault,45.56029646,-122.5474347,7677748,697016
34277,Parkrose,Motor Vehicle Theft,45.56583844,-122.5474316,7677800,699036
34278,Parkrose,Drug Equipment Violations,45.5571933,-122.5474477,7677716,695885
34279,Parkrose,Motor Vehicle Theft,45.54849701,-122.5463296,7677922,692708
34280,Parkrose,Aggravated Assault,45.55538133,-122.5441254,7678550,695203
34281,Parkrose,Theft From Motor Vehicle,45.55176348,-122.5440771,7678529,693884
34282,Parkrose,Drug/Narcotic Violations,45.55719159,-122.5441516,7678560,695863
34283,Parkrose,Motor Vehicle Theft,45.55538083,-122.5432272,7678780,695197
34284,Parkrose,Motor Vehicle Theft,45.56704234,-122.5422137,7679147,699441
34285,Parkrose,Vandalism,45.56795822,-122.5442466,7678635,699788
34286,Parkrose,Theft From Motor Vehicle,45.54810627,-122.557768,7674989,692640
34287,Parkrose,Motor Vehicle Theft,45.56689531,-122.5540123,7676125,699464
34288,Parkrose,Aggravated Assault,45.57300948,-122.5457646,7678293,701639
34289,Parkrose,Aggravated Assault,45.56157433,-122.5546984,7675900,697529
34290,Parkrose,Motor Vehicle Theft,45.56085907,-122.5506576,7676928,697242
34291,Parkrose,Stolen Property Offenses,45.56085907,-122.5506576,7676928,697242
34292,Parkrose,Vandalism,45.55739656,-122.5664507,7672852,696083
34293,Parkrose,Drug/Narcotic Violations,45.5592969,-122.5597751,7674579,696732
34294,Parkrose,Weapons Law Violations,45.5592969,-122.5597751,7674579,696732
34295,Parkrose,Identity Theft,45.55920787,-122.5587721,7674835,696693
34296,Parkrose,Motor Vehicle Theft,45.55911889,-122.5577651,7675092,696654
34297,Parkrose,Weapons Law Violations,45.55848331,-122.5506498,7676908,696376
34298,Parkrose,All Other Larceny,45.55848331,-122.5506498,7676908,696376
34299,Parkrose,Arson,45.55830022,-122.5486085,7677429,696296
34300,Parkrose,Arson,45.55782288,-122.5432097,7678807,696087
34301,Parkrose,Weapons Law Violations,45.55762769,-122.5413789,7679274,696004
34302,Parkrose,Motor Vehicle Theft,45.5593964,-122.5608059,7674316,696775
34303,Parkrose,Shoplifting,45.55357865,-122.5371798,7680312,694501
34304,Parkrose,Motor Vehicle Theft,45.55719841,-122.5577658,7675074,695954
34305,Parkrose,Vandalism,45.55719801,-122.5547196,7675854,695934
34306,Parkrose,Motor Vehicle Theft,45.57165435,-122.5491454,7677415,701167
34307,Parkrose Heights,Drug/Narcotic Violations,45.53385552,-122.5565839,7675160,687438
34308,Parkrose Heights,Vandalism,45.53384041,-122.5535931,7675926,687413
34309,Parkrose Heights,Credit Card/ATM Fraud,45.53373056,-122.5471402,7677578,687331
34310,Parkrose Heights,Counterfeiting/Forgery,45.53373056,-122.5471402,7677578,687331
34311,Parkrose Heights,Vandalism,45.53382432,-122.544493,7678257,687348
34312,Parkrose Heights,Motor Vehicle Theft,45.53392308,-122.5376963,7679999,687340
34313,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53392308,-122.5376963,7679999,687340
34314,Parkrose Heights,Motor Vehicle Theft,45.53449791,-122.5516494,7676430,687640
34315,Parkrose Heights,Theft From Motor Vehicle,45.53443675,-122.5446126,7678232,687572
34316,Parkrose Heights,Burglary,45.53491,-122.5454612,7678019,687750
34317,Parkrose Heights,Stolen Property Offenses,45.53491,-122.5454612,7678019,687750
34318,Parkrose Heights,Theft From Motor Vehicle,45.53471702,-122.543354,7678557,687666
34319,Parkrose Heights,Motor Vehicle Theft,45.53471702,-122.543354,7678557,687666
34320,Parkrose Heights,Motor Vehicle Theft,45.53462701,-122.5420898,7678880,687625
34321,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53530959,-122.5579639,7674820,687977
34322,Parkrose Heights,Motor Vehicle Theft,45.53516969,-122.5515175,7676470,687884
34323,Parkrose Heights,All Other Larceny,45.53516969,-122.5515175,7676470,687884
34324,Parkrose Heights,Credit Card/ATM Fraud,45.53526671,-122.5408285,7679209,687850
34325,Parkrose Heights,Vandalism,45.53594304,-122.5553752,7675489,688191
34326,Parkrose Heights,Motor Vehicle Theft,45.53594304,-122.5553752,7675489,688191
34327,Parkrose Heights,Motor Vehicle Theft,45.53594304,-122.5553752,7675489,688191
34328,Parkrose Heights,All Other Larceny,45.53594304,-122.5553752,7675489,688191
34329,Parkrose Heights,Simple Assault,45.53588701,-122.5534446,7675983,688158
34330,Parkrose Heights,Vandalism,45.53588701,-122.5534446,7675983,688158
34331,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53588701,-122.5534446,7675983,688158
34332,Parkrose Heights,Theft From Motor Vehicle,45.53581884,-122.5491167,7677091,688105
34333,Parkrose Heights,Vandalism,45.53581884,-122.5491167,7677091,688105
34334,Parkrose Heights,Theft From Motor Vehicle,45.53594171,-122.5456077,7677991,688127
34335,Parkrose Heights,Motor Vehicle Theft,45.53585858,-122.5433404,7678571,688082
34336,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53656919,-122.5579471,7674836,688436
34337,Parkrose Heights,Motor Vehicle Theft,45.53649539,-122.5516396,7676451,688368
34338,Parkrose Heights,All Other Larceny,45.53647965,-122.5489844,7677131,688345
34339,Parkrose Heights,Theft From Motor Vehicle,45.53665196,-122.540687,7679258,688354
34340,Parkrose Heights,All Other Larceny,45.53774172,-122.5426626,7678762,688764
34341,Parkrose Heights,Motor Vehicle Theft,45.53826419,-122.5376491,7680051,688922
34342,Parkrose Heights,All Other Larceny,45.53830643,-122.5388257,7679750,688945
34343,Parkrose Heights,All Other Larceny,45.53917294,-122.5514943,7676513,689343
34344,Parkrose Heights,Motor Vehicle Theft,45.53941959,-122.5376281,7680067,689343
34345,Parkrose Heights,Burglary,45.53983152,-122.5514869,7676521,689583
34346,Parkrose Heights,Theft From Motor Vehicle,45.53983204,-122.5516119,7676489,689584
34347,Parkrose Heights,Aggravated Assault,45.5399468,-122.5386855,7679801,689542
34348,Parkrose Heights,Motor Vehicle Theft,45.54056758,-122.557889,7674888,689893
34349,Parkrose Heights,Motor Vehicle Theft,45.54056758,-122.557889,7674888,689893
34350,Parkrose Heights,Counterfeiting/Forgery,45.54056809,-122.558014,7674856,689894
34351,Parkrose Heights,Vandalism,45.5412263,-122.5578739,7674898,690133
34352,Parkrose Heights,Burglary,45.54176385,-122.5515919,7676512,690288
34353,Parkrose Heights,Motor Vehicle Theft,45.54254389,-122.5578358,7674920,690613
34354,Parkrose Heights,Vandalism,45.54254389,-122.5578358,7674920,690613
34355,Parkrose Heights,Vandalism,45.54254389,-122.5578358,7674920,690613
34356,Parkrose Heights,All Other Larceny,45.54240573,-122.5486751,7677265,690503
34357,Parkrose Heights,Motor Vehicle Theft,45.54408612,-122.5385687,7679869,691050
34358,Parkrose Heights,Aggravated Assault,45.54472632,-122.5577626,7674959,691408
34359,Parkrose Heights,Vandalism,45.54515727,-122.5577509,7674966,691565
34360,Parkrose Heights,Motor Vehicle Theft,45.54517215,-122.5564591,7675297,691562
34361,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.54517266,-122.556584,7675265,691563
34362,Parkrose Heights,Theft From Motor Vehicle,45.54517266,-122.556584,7675265,691563
34363,Parkrose Heights,All Other Larceny,45.54619365,-122.5476483,7677563,691877
34364,Parkrose Heights,Burglary,45.53357976,-122.5574288,7674941,687343
34365,Parkrose Heights,Intimidation,45.53357976,-122.5574288,7674941,687343
34366,Parkrose Heights,Robbery,45.53357976,-122.5574288,7674941,687343
34367,Parkrose Heights,Identity Theft,45.53357976,-122.5574288,7674941,687343
34368,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53951933,-122.5574411,7674993,689508
34369,Parkrose Heights,Robbery,45.53357515,-122.5559999,7675307,687332
34370,Parkrose Heights,Robbery,45.53357515,-122.5559999,7675307,687332
34371,Parkrose Heights,Motor Vehicle Theft,45.53357515,-122.5559999,7675307,687332
34372,Parkrose Heights,Vandalism,45.53357515,-122.5559999,7675307,687332
34373,Parkrose Heights,Robbery,45.53357515,-122.5559999,7675307,687332
34374,Parkrose Heights,Vandalism,45.53357515,-122.5559999,7675307,687332
34375,Parkrose Heights,Theft From Building,45.53357515,-122.5559999,7675307,687332
34376,Parkrose Heights,Vandalism,45.53357515,-122.5559999,7675307,687332
34377,Parkrose Heights,Aggravated Assault,45.53357515,-122.5559999,7675307,687332
34378,Parkrose Heights,Shoplifting,45.53357515,-122.5559999,7675307,687332
34379,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.53357515,-122.5559999,7675307,687332
34380,Parkrose Heights,Vandalism,45.53357515,-122.5559999,7675307,687332
34381,Parkrose Heights,Theft From Building,45.5362488,-122.5560733,7675313,688307
34382,Parkrose Heights,Vandalism,45.53633661,-122.5560726,7675314,688339
34383,Parkrose Heights,Counterfeiting/Forgery,45.5362488,-122.5560733,7675313,688307
34384,Parkrose Heights,Theft From Building,45.5362488,-122.5560733,7675313,688307
34385,Parkrose Heights,Theft of Motor Vehicle Parts or Accessories,45.5362488,-122.5560733,7675313,688307
