index,neighbourhood,type of crime,lat,long,x,y
17092,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17093,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17094,Hayden Island,All Other Larceny,45.61240865,-122.683305,7643473,716921
17095,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17096,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17097,Hayden Island,Theft From Motor Vehicle,45.6123307,-122.6833646,7643457,716893
17098,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17099,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17100,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17101,Hayden Island,All Other Larceny,45.61240865,-122.683305,7643473,716921
17102,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17103,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17104,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17105,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17106,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17107,Hayden Island,Simple Assault,45.61240865,-122.683305,7643473,716921
17108,Hayden Island,Burglary,45.61240865,-122.683305,7643473,716921
17109,Hayden Island,Aggravated Assault,45.61240865,-122.683305,7643473,716921
17110,Hayden Island,Vandalism,45.61240865,-122.683305,7643473,716921
17111,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17112,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17113,Hayden Island,Credit Card/ATM Fraud,45.61240865,-122.683305,7643473,716921
17114,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17115,Hayden Island,Pocket-Picking,45.61240865,-122.683305,7643473,716921
17116,Hayden Island,All Other Larceny,45.61240865,-122.683305,7643473,716921
17117,Hayden Island,Vandalism,45.61240865,-122.683305,7643473,716921
17118,Hayden Island,Credit Card/ATM Fraud,45.61240865,-122.683305,7643473,716921
17119,Hayden Island,Credit Card/ATM Fraud,45.61240865,-122.683305,7643473,716921
17120,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17121,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17122,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17123,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17124,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17125,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17126,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17127,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17128,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17129,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17130,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17131,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17132,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17133,Hayden Island,Motor Vehicle Theft,45.61240865,-122.683305,7643473,716921
17134,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17135,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17136,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17137,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17138,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17139,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17140,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17141,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17142,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17143,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17144,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17145,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17146,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17147,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17148,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17149,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17150,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17151,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17152,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17153,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17154,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17155,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17156,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17157,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17158,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17159,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17160,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17161,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17162,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17163,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17164,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17165,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17166,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17167,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17168,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17169,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17170,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17171,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17172,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17173,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17174,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17175,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17176,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17177,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17178,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17179,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17180,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17181,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17182,Hayden Island,Vandalism,45.61240865,-122.683305,7643473,716921
17183,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17184,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17185,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17186,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17187,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17188,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17189,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17190,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17191,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17192,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17193,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17194,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17195,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17196,Hayden Island,Theft From Motor Vehicle,45.61240865,-122.683305,7643473,716921
17197,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17198,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17199,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17200,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17201,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17202,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61240865,-122.683305,7643473,716921
17203,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17204,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17205,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17206,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17207,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17208,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17209,Hayden Island,Credit Card/ATM Fraud,45.61240865,-122.683305,7643473,716921
17210,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17211,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17212,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17213,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17214,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17215,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17216,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17217,Hayden Island,Shoplifting,45.6123307,-122.6833646,7643457,716893
17218,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17219,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17220,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17221,Hayden Island,Theft From Building,45.61240865,-122.683305,7643473,716921
17222,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17223,Hayden Island,Credit Card/ATM Fraud,45.61240865,-122.683305,7643473,716921
17224,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61240865,-122.683305,7643473,716921
17225,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17226,Hayden Island,Shoplifting,45.61240865,-122.683305,7643473,716921
17227,Hayden Island,Theft From Building,45.61240865,-122.683305,7643473,716921
17228,Hayden Island,Motor Vehicle Theft,45.60981176,-122.6836702,7643354,715977
17229,Hayden Island,Theft From Motor Vehicle,45.60981176,-122.6836702,7643354,715977
17230,Hayden Island,Identity Theft,45.60981176,-122.6836702,7643354,715977
17231,Hayden Island,Vandalism,45.60981176,-122.6836702,7643354,715977
17232,Hayden Island,Theft From Motor Vehicle,45.61260775,-122.6840906,7643274,716999
17233,Hayden Island,Motor Vehicle Theft,45.61260775,-122.6840906,7643274,716999
17234,Hayden Island,Motor Vehicle Theft,45.61068949,-122.6857055,7642842,716311
17235,Hayden Island,Motor Vehicle Theft,45.61020906,-122.6847097,7643092,716129
17236,Hayden Island,Theft From Motor Vehicle,45.61068949,-122.6857055,7642842,716311
17237,Hayden Island,Vandalism,45.61310708,-122.6848136,7643094,717186
17238,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17239,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17240,Hayden Island,Credit Card/ATM Fraud,45.61304232,-122.684901,7643071,717163
17241,Hayden Island,Robbery,45.61304232,-122.684901,7643071,717163
17242,Hayden Island,Purse-Snatching,45.61304232,-122.684901,7643071,717163
17243,Hayden Island,Vandalism,45.61304232,-122.684901,7643071,717163
17244,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17245,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17246,Hayden Island,All Other Larceny,45.61310708,-122.6848136,7643094,717186
17247,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17248,Hayden Island,Purse-Snatching,45.61304232,-122.684901,7643071,717163
17249,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17250,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17251,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17252,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17253,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17254,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17255,Hayden Island,All Other Larceny,45.61304232,-122.684901,7643071,717163
17256,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17257,Hayden Island,All Other Larceny,45.61304232,-122.684901,7643071,717163
17258,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17259,Hayden Island,Burglary,45.61304232,-122.684901,7643071,717163
17260,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17261,Hayden Island,Theft From Motor Vehicle,45.61310708,-122.6848136,7643094,717186
17262,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17263,Hayden Island,Shoplifting,45.61304232,-122.684901,7643071,717163
17264,Hayden Island,Shoplifting,45.61304232,-122.684901,7643071,717163
17265,Hayden Island,Shoplifting,45.61304232,-122.684901,7643071,717163
17266,Hayden Island,Simple Assault,45.61310708,-122.6848136,7643094,717186
17267,Hayden Island,Counterfeiting/Forgery,45.61304232,-122.684901,7643071,717163
17268,Hayden Island,Robbery,45.61304232,-122.684901,7643071,717163
17269,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17270,Hayden Island,All Other Larceny,45.61304232,-122.684901,7643071,717163
17271,Hayden Island,Motor Vehicle Theft,45.61304232,-122.684901,7643071,717163
17272,Hayden Island,Credit Card/ATM Fraud,45.61304232,-122.684901,7643071,717163
17273,Hayden Island,Credit Card/ATM Fraud,45.61304232,-122.684901,7643071,717163
17274,Hayden Island,Credit Card/ATM Fraud,45.61310708,-122.6848136,7643094,717186
17275,Hayden Island,Credit Card/ATM Fraud,45.61304232,-122.684901,7643071,717163
17276,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17277,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61304232,-122.684901,7643071,717163
17278,Hayden Island,Vandalism,45.61304232,-122.684901,7643071,717163
17279,Hayden Island,Vandalism,45.61304232,-122.684901,7643071,717163
17280,Hayden Island,Shoplifting,45.61310708,-122.6848136,7643094,717186
17281,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17282,Hayden Island,Vandalism,45.61304232,-122.684901,7643071,717163
17283,Hayden Island,Shoplifting,45.61310708,-122.6848136,7643094,717186
17284,Hayden Island,Shoplifting,45.61310708,-122.6848136,7643094,717186
17285,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17286,Hayden Island,Vandalism,45.61304232,-122.684901,7643071,717163
17287,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17288,Hayden Island,Shoplifting,45.61310708,-122.6848136,7643094,717186
17289,Hayden Island,Shoplifting,45.61310708,-122.6848136,7643094,717186
17290,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17291,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61304232,-122.684901,7643071,717163
17292,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17293,Hayden Island,Theft From Motor Vehicle,45.61304232,-122.684901,7643071,717163
17294,Hayden Island,Theft From Building,45.61304232,-122.684901,7643071,717163
17295,Hayden Island,Shoplifting,45.61304232,-122.684901,7643071,717163
17296,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61304232,-122.684901,7643071,717163
17297,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61304232,-122.684901,7643071,717163
17298,Hayden Island,Vandalism,45.6114194,-122.6882981,7642186,716595
17299,Hayden Island,Vandalism,45.6114194,-122.6882981,7642186,716595
17300,Hayden Island,Vandalism,45.61124746,-122.6873845,7642418,716526
17301,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.6114194,-122.6882981,7642186,716595
17302,Hayden Island,Motor Vehicle Theft,45.61339582,-122.685501,7642921,717296
17303,Hayden Island,Theft From Building,45.61339582,-122.685501,7642921,717296
17304,Hayden Island,Robbery,45.61339582,-122.685501,7642921,717296
17305,Hayden Island,Motor Vehicle Theft,45.61339582,-122.685501,7642921,717296
17306,Hayden Island,Motor Vehicle Theft,45.61339582,-122.685501,7642921,717296
17307,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61339582,-122.685501,7642921,717296
17308,Hayden Island,Shoplifting,45.61339582,-122.685501,7642921,717296
17309,Hayden Island,Robbery,45.61339582,-122.685501,7642921,717296
17310,Hayden Island,Robbery,45.61339582,-122.685501,7642921,717296
17311,Hayden Island,All Other Larceny,45.61339582,-122.685501,7642921,717296
17312,Hayden Island,Theft From Motor Vehicle,45.61339582,-122.685501,7642921,717296
17313,Hayden Island,Vandalism,45.61339582,-122.685501,7642921,717296
17314,Hayden Island,Burglary,45.61339582,-122.685501,7642921,717296
17315,Hayden Island,Vandalism,45.61339582,-122.685501,7642921,717296
17316,Hayden Island,Credit Card/ATM Fraud,45.61339582,-122.685501,7642921,717296
17317,Hayden Island,Theft of Motor Vehicle Parts or Accessories,45.61331787,-122.6855605,7642905,717268
17318,Hayden Island,Theft From Motor Vehicle,45.61339582,-122.685501,7642921,717296
17319,Hayden Island,Shoplifting,45.61339582,-122.685501,7642921,717296
17320,Hayden Island,Theft From Motor Vehicle,45.61331787,-122.6855605,7642905,717268
17321,Hayden Island,All Other Larceny,45.61339582,-122.685501,7642921,717296
17322,Hayden Island,Shoplifting,45.61331787,-122.6855605,7642905,717268
17323,Hayden Island,Shoplifting,45.61331787,-122.6855605,7642905,717268
17324,Hayden Island,Shoplifting,45.61331787,-122.6855605,7642905,717268
17325,Hayden Island,Vandalism,45.61331787,-122.6855605,7642905,717268
