,Address,Price,Zip Code,Size,Neighbourhood
2144,"15050 NW Legend St, Portland, OR 97229",979825,97229,2900,Forest Park
2146,"15042 NW Legend St, Portland, OR 97229",1022990,97229,2914,Forest Park
2147,"15813 NW Sparks Ln, Portland, OR 97229",424990,97229,1350,Forest Park
2148,"7090 NW Bountiful Ter, Portland, OR 97229",749990,97229,2300,Forest Park
2150,"15886 NW Ridgeline St Unit L64, Portland, OR 97229",1465995,97229,4623,Forest Park
2151,"15897 NW Ridgeline St Unit L46, Portland, OR 97229",1047995,97229,2734,Forest Park
2152,"15975 NW Ridgeline St Unit L47, Portland, OR 97229",1170995,97229,3280,Forest Park
2153,"15058 NW Legend St, Portland, OR 97229",869990,97229,2536,Forest Park
2154,"11935 NW Weaver Ln, Portland, OR 97229",1234950,97229,3810,Forest Park
2162,"15946 NW Ridgeline St Unit L67, Portland, OR 97229",1428995,97229,4425,Forest Park
2163,"15933 NW Ridgeline St Unit L75, Portland, OR 97229",1201995,97229,3428,Forest Park
2164,"15890 NW Gooderham St Unit L45, Portland, OR 97229",1115995,97229,2894,Forest Park
2165,"15918 NW Ridgeline St Unit L66, Portland, OR 97229",1400995,97229,4375,Forest Park
2176,"7899 NW Lauren Ave, Portland, OR 97229",929990,97229,2536,Forest Park
2177,"15034 NW Legend St, Portland, OR 97229",944990,97229,2536,Forest Park
2181,"15947 NW Gooderham St Unit L99, Portland, OR 97229",1277995,97229,3738,Forest Park
2182,"15959 NW Ridgeline St Unit L76, Portland, OR 97229",1109795,97229,2734,Forest Park
2183,"15991 NW Ridgeline St Unit L77, Portland, OR 97229",1217649,97229,3650,Forest Park
2187,"7891 NW Lauren Ave, Portland, OR 97229",974990,97229,2914,Forest Park
2188,"15986 NW Gooderham Lot 92, Portland, OR 97229",1051995,97229,2894,Forest Park
2189,"15974 NW Ridgeline St, Portland, OR 97229",1631310,97229,4375,Forest Park
2192,"15975 NW Gooderham St Unit L100, Portland, OR 97229",1515325,97229,4425,Forest Park
2194,"16017 NW Ridgeline St Lot 78, Portland, OR 97229",1185195,97229,3249,Forest Park
2195,"1356 NW 116th Ave, Portland, OR 97229",1095995,97229,3896,Forest Park
2196,"16014 NW Gooderham St Lot 91, Portland, OR 97229",1099709,97229,2734,Forest Park
2197,"16005 NW Gooderham St, Portland, OR 97229",1398063,97229,4375,Forest Park
2198,"7803 NW 162nd Ter Unit L110, Portland, OR 97229",1296940,97229,4375,Forest Park
2199,"16045 NW Ridgeline St Unit L79, Portland, OR 97229",1011765,97229,2894,Forest Park
2201,"1337 NW 116th Ave, Portland, OR 97229",894995,97229,2472,Forest Park
2202,"16042 NW Gooderham St Unit L90, Portland, OR 97229",1197599,97229,3249,Forest Park
2203,"16000 NW Ridgeline St Unit L69, Portland, OR 97229",1310994,97229,3581,Forest Park
2211,"16028 NW Ridgeline St Unit L70, Portland, OR 97229",1299130,97229,4425,Forest Park
2212,"7827 NW 162nd Ter Unit L109, Portland, OR 97229",1248866,97229,3738,Forest Park
2214,"16084 NW Ridgeline St Unit L72, Portland, OR 97229",1317155,97229,4425,Forest Park
2215,"16171 NW Gooderham St Unit L105, Portland, OR 97229",1241839,97229,4371,Forest Park
2216,"16059 NW Godderham St Unit L103, Portland, OR 97229",1271205,97229,3738,Forest Park
2217,"16031 NW Gooderham St Unit L102, Portland, OR 97229",1631330,97229,4425,Forest Park
2218,"16126 NW Gooderham St Unit L87, Portland, OR 97229",1058625,97229,3249,Forest Park
2219,"16140 NW Ridgeline St Unit L74, Portland, OR 97229",1162822,97229,3591,Forest Park
2220,"16112 NW Ridgeline Unit L73, Portland, OR 97229",1423276,97229,4371,Forest Park
2221,"16056 NW Ridgeline St Unit L71, Portland, OR 97229",1179325,97229,4375,Forest Park
2222,"16101 NW Ridgeline St Unit L81, Portland, OR 97229",1025905,97229,2734,Forest Park
2223,"16070 NW Gooderham St Unit L89, Portland, OR 97229",1206270,97229,3443,Forest Park
2224,"16154 NW Gooderham St Unit L86, Portland, OR 97229",1055634,97229,3249,Forest Park
2225,"16157 NW Ridgeline St Unit L83, Portland, OR 97229",1027420,97229,3249,Forest Park
2226,"16129 NW Ridgeline St Unit L82, Portland, OR 97229",1310998,97229,3443,Forest Park
2227,"16098 NW Gooderham St Unit L88, Portland, OR 97229",1187152,97229,3443,Forest Park
2228,"NW Ridgeline Ln Unit L84, Portland, OR 97229",1236191,97229,3249,Forest Park
2229,"NW Gooderham Ln Unit L104, Portland, OR 97229",1159805,97229,3581,Forest Park
2230,"NW Ridgeline St Unit L80, Portland, OR 97229",1097820,97229,3443,Forest Park
2231,"2180 NW 111th Ave, Portland, OR 97229",1750000,97229,4220,Forest Park
2236,"14941 NW Shackelford Rd Unit 71, Portland, OR 97229",369990,97229,1625,Forest Park
7,"15235 NE Clackamas St, Portland, OR 97230",449900,97230,2206,Glenfair
28,"2805 NE 122nd Ave, Portland, OR 97230",389000,97230,1040,Glenfair
39,"2027 NE 158th Ave, Portland, OR 97230",499900,97230,1711,Glenfair
41,"18526 NE Wasco St, Portland, OR 97230",275000,97230,1104,Glenfair
47,"2236 NE 154th Ave, Portland, OR 97230",425000,97230,1286,Glenfair
64,"3310 NE 165th Ln, Portland, OR 97230",519000,97230,2200,Glenfair
69,"2424 NE 155th Pl, Portland, OR 97230",524900,97230,2125,Glenfair
78,"2355 NE 167th Pl, Portland, OR 97230",719000,97230,2549,Glenfair
120,"16500 NE Holladay St, Portland, OR 97230",500000,97230,1708,Glenfair
122,"19006 NE Clackamas St, Gresham, OR 97230",419000,97230,2001,Glenfair
137,"17025 NE Glisan St, Portland, OR 97230",410000,97230,1017,Glenfair
140,"2394 NE 148th Pl, Portland, OR 97230",414900,97230,1307,Glenfair
154,"1021 NE 195th Ave, Portland, OR 97230",410000,97230,1925,Glenfair
190,"2012 NE 158th Ave, Portland, OR 97230",499000,97230,1706,Glenfair
192,"13243 NE Sacramento Dr, Portland, OR 97230",549900,97230,2368,Glenfair
205,"16122 NE Siskiyou St, Portland, OR 97230",495000,97230,1758,Glenfair
257,"17321 NE Couch St, Portland, OR 97230",419900,97230,1256,Glenfair
303,"14050 NE Brazee St, Portland, OR 97230",385000,97230,1814,Glenfair
310,"2525 NE 161st Ave, Portland, OR 97230",477000,97230,1267,Glenfair
316,"18699 NE Marine Dr Slip C8, Portland, OR 97230",425000,97230,1890,Glenfair
341,"15751 NE Weidler St, Portland, OR 97230",549900,97230,2187,Glenfair
344,"3349 NE 162nd Ave, Portland, OR 97230",249900,97230,1095,Glenfair
352,"1924 NE 153rd Pl, Portland, OR 97230",429900,97230,1464,Glenfair
354,"3716 NE 156th Ave, Portland, OR 97230",365000,97230,1344,Glenfair
381,"1223 NE 187th Ln, Portland, OR 97230",455000,97230,1714,Glenfair
407,"13843 NE Fremont St, Portland, OR 97230",519000,97230,2464,Glenfair
409,"1221 NE 136th Ave, Portland, OR 97230",629000,97230,3365,Glenfair
414,"2425 NE 134th Pl, Portland, OR 97230",449950,97230,1658,Glenfair
417,"2350 NE 159th Ave, Portland, OR 97230",429000,97230,1281,Glenfair
428,"14871 NE Thompson, Portland, OR 97230",449000,97230,1676,Glenfair
433,"12640 NE Hassalo St, Portland, OR 97230",399900,97230,1040,Glenfair
461,"14128 NE Rose Pkwy, Portland, OR 97230",540000,97230,3208,Glenfair
470,"18345 NE Glisan St Unit 10, Portland, OR 97230",119000,97230,1456,Glenfair
478,"3437 NE 126th Ave, Portland, OR 97230",565000,97230,3180,Glenfair
512,"620 NE 153rd Ave, Portland, OR 97230",599900,97230,2926,Glenfair
543,"176 NE 172nd Ave, Portland, OR 97230",400000,97230,1401,Glenfair
578,"18152 NE Everett Ct, Portland, OR 97230",324900,97230,750,Glenfair
582,"19619 NE Multnomah St, Portland, OR 97230",300000,97230,1008,Glenfair
604,"3634 NE 145th Ave, Portland, OR 97230",430000,97230,1456,Glenfair
610,"18345 NE Glisan St Unit 8, Portland, OR 97230",129950,97230,1188,Glenfair
635,"156 NE 188th Ave, Portland, OR 97230",475000,97230,2156,Glenfair
655,"13213 NE Eugene St, Portland, OR 97230",549900,97230,1771,Glenfair
664,"1612 NE 150th Ave, Portland, OR 97230",499950,97230,1469,Glenfair
742,"540 NE 125th Ave, Portland, OR 97230",399900,97230,2288,Glenfair
746,"15812 NE Russell St, Portland, OR 97230",525000,97230,2023,Glenfair
762,"18001 NE Davis St, Portland, OR 97230",410000,97230,1732,Glenfair
799,"2007 NE 152nd Ct, Portland, OR 97230",440000,97230,1290,Glenfair
813,"18535 NE Everett Ct, Portland, OR 97230",374900,97230,1272,Glenfair
828,"3320 NE 132nd Ave, Portland, OR 97230",549000,97230,2489,Glenfair
875,"1610 NE 138th Pl, Portland, OR 97230",499000,97230,1804,Glenfair
879,"15808 NE Sacramento St, Portland, OR 97230",415000,97230,1014,Glenfair
885,"4211 NE 134th Ave, Portland, OR 97230",329000,97230,1008,Glenfair
886,"1723 NE 125th Ave, Portland, OR 97230",359900,97230,1268,Glenfair
914,"82 NE 188th Ave, Portland, OR 97230",499950,97230,2008,Glenfair
935,"18659 NE Multnomah Ter, Portland, OR 97230",449950,97230,1720,Glenfair
948,"3834 NE 145th Ave, Portland, OR 97230",438800,97230,1842,Glenfair
977,"18557 NE Davis St, Portland, OR 97230",425000,97230,1512,Glenfair
1008,"101 NE 125th Ave, Portland, OR 97230",420000,97230,1226,Glenfair
1014,"18504 NE Davis St, Portland, OR 97230",349000,97230,1184,Glenfair
1021,"18335 NE Couch St, Portland, OR 97230",489900,97230,1778,Glenfair
1040,"205 NE 156th Ave, Portland, OR 97230",399000,97230,1014,Glenfair
1044,"324 NE 184th Pl, Portland, OR 97230",425000,97230,1292,Glenfair
1048,"2623 NE 132nd Ave, Portland, OR 97230",499900,97230,1832,Glenfair
1079,"19232 NE Hassalo St, Portland, OR 97230",415000,97230,1092,Glenfair
1088,"3544 NE 134th Ave, Portland, OR 97230",474900,97230,1738,Glenfair
1100,"2310 NE 158th Ave, Portland, OR 97230",399900,97230,1025,Glenfair
1110,"17179 NE Flanders Way, Portland, OR 97230",369000,97230,1456,Glenfair
1137,"16653 NE Halsey St, Portland, OR 97230",319500,97230,990,Glenfair
1139,"1903 NE 125th Ave, Portland, OR 97230",405000,97230,1008,Glenfair
1229,"19844 NE Multnomah St, Portland, OR 97230",502656,97230,1584,Glenfair
1274,"13121 NE Rose Pkwy, Portland, OR 97230",699100,97230,3068,Glenfair
1280,"1517 NE 148th Pl, Portland, OR 97230",482000,97230,1602,Glenfair
1282,"15055 NE Sacramento St Unit 75, Portland, OR 97230",279000,97230,1009,Glenfair
1284,"17462 NE Glisan St, Portland, OR 97230",120000,97230,1544,Glenfair
1286,"14643 NE Stanton Ct, Portland, OR 97230",350000,97230,1850,Glenfair
1316,"15715 NE Beech St Unit 4H, Portland, OR 97230",279900,97230,978,Glenfair
1347,"13618 NE Davis Ct, Portland, OR 97230",449900,97230,1720,Glenfair
1424,"14819 NE Sacramento St Unit 106, Portland, OR 97230",279000,97230,1128,Glenfair
1431,"1149 NE 175th Ave, Portland, OR 97230",429000,97230,1487,Glenfair
1475,"13831 NE Fremont Ct, Portland, OR 97230",559900,97230,2484,Glenfair
1487,"1640 NE 134th Pl, Portland, OR 97230",675000,97230,3466,Glenfair
1534,"1737 NE 156th Ave, Portland, OR 97230",545000,97230,2434,Glenfair
1553,"3637 NE 141st Ave, Portland, OR 97230",569000,97230,2831,Glenfair
1632,"1300 NE 155th Ave, Portland, OR 97230",385000,97230,1190,Glenfair
1642,"17809 NE Marine Dr Slip D1, Portland, OR 97230",699000,97230,2142,Glenfair
1650,"2833 NE 132nd Ave, Portland, OR 97230",499000,97230,2850,Glenfair
1672,"16552 NE Pacific Ter, Portland, OR 97230",559000,97230,2440,Glenfair
1691,"18989 NE Marine Dr Unit E71, Portland, OR 97230",329900,97230,1200,Glenfair
1698,"14501 NE Broadway, Portland, OR 97230",489000,97230,2800,Glenfair
1703,"1818 NE 156th Ave, Portland, OR 97230",474900,97230,1168,Glenfair
1726,"14815 NE Jewell St, Portland, OR 97230",550000,97230,2097,Glenfair
1736,"13727 NE Couch St, Portland, OR 97230",479000,97230,1928,Glenfair
1752,"13702 NE Couch St, Portland, OR 97230",459900,97230,1820,Glenfair
1786,"16953 NE Davis St, Portland, OR 97230",455900,97230,1850,Glenfair
1830,"243 NE 143rd Ave, Portland, OR 97230",449900,97230,1810,Glenfair
1839,"15027 NE Rose Pkwy, Portland, OR 97230",319900,97230,1943,Glenfair
1886,"18989 NE Marine Dr Unit D57, Portland, OR 97230",319900,97230,1000,Glenfair
1888,"3020 NE 162nd Ave, Portland, OR 97230",589000,97230,3351,Glenfair
1902,"18525 NE Marine Dr Slip E3, Portland, OR 97230",639000,97230,2393,Glenfair
1903,"3816 NE 150th Ave, Portland, OR 97230",449947,97230,1501,Glenfair
1911,"829 NE 188th Ave, Portland, OR 97230",396000,97230,1140,Glenfair
1945,"19819 NE Everett Ln, Portland, OR 97230",449950,97230,1892,Glenfair
2002,"12722 NE Holladay St, Portland, OR 97230",449500,97230,1730,Glenfair
2008,"3811 NE 150th Ave, Portland, OR 97230",429947,97230,1486,Glenfair
2060,"724 NE 196th Ave, Portland, OR 97230",389900,97230,1576,Glenfair
2127,"18989 NE Marine Dr Slip 22, Portland, OR 97230",330000,97230,800,Glenfair
2131,"15035 NE Siskiyou Ct, Portland, OR 97230",323000,97230,1638,Glenfair
2132,"1023 NE 172nd Ave, Portland, OR 97230",419950,97230,1500,Glenfair
2,"8420 NW Whitney St, Portland, OR 97231",659000,97231,1680,Burlington
338,"17010 NW Sheltered Nook Rd, Portland, OR 97231",2490000,97231,7719,Burlington
421,"9449 NW Kaiser Rd, Portland, OR 97231",1165000,97231,3162,Burlington
587,"16205 NW Gillihan Rd, Portland, OR 97231",2990000,97231,1635,Burlington
690,"14125 NW Germantown Rd, Portland, OR 97231",5000000,97231,13000,Burlington
710,"10618 NW 4th Pl, Portland, OR 97231",599000,97231,4824,Burlington
786,"10607 NW 4th Pl, Portland, OR 97231",624900,97231,3054,Burlington
819,"9193 NW Germantown Rd Unit 23, Portland, OR 97231",375000,97231,2323,Burlington
883,"23586 NW St Helens Rd Unit U76, Portland, OR 97231",380000,97231,1012,Burlington
1224,"24800 NW Saint Helens Rd Unit L02, Portland, OR 97231",298500,97231,820,Burlington
1429,"12319 NW Sargent Ln, Portland, OR 97231",1190000,97231,4143,Burlington
1464,"23560 NW St Helens Rd Unit N4, Portland, OR 97231",399000,97231,1525,Burlington
1595,"14617 NW Cedar St, Portland, OR 97231",1350000,97231,3870,Burlington
1614,"9430 NW Kaiser Rd, Portland, OR 97231",5750000,97231,8417,Burlington
1721,"11411 NW Brooks Rd, Portland, OR 97231",1175000,97231,5281,Burlington
1807,"9750 NW Rosaria Ave, Portland, OR 97231",799900,97231,3149,Burlington
1862,"15500 NW Ferry Rd Unit 17A, Portland, OR 97231",675000,97231,2080,Burlington
2041,"24600 NW St Helens Rd Unit M04, Portland, OR 97231",449000,97231,1644,Burlington
2062,"19430 NW Reeder Rd, Portland, OR 97231",2200000,97231,3825,Burlington
2075,"11715 NW Old Cornelius Pass Rd, Portland, OR 97231",375000,97231,1445,Burlington
171,"942 NE Floral Pl, Portland, OR 97232",824900,97232,2816,Kerns
317,"1400 NE 28th Ave, Portland, OR 97232",889000,97232,3115,Kerns
539,"3724 NE Senate St, Portland, OR 97232",699000,97232,1766,Kerns
572,"3321 NE Irving St, Portland, OR 97232",1650000,97232,3819,Kerns
700,"3846 NE Glisan St, Portland, OR 97232",1300000,97232,3724,Kerns
709,"1617 NE 19th Ave, Portland, OR 97232",499000,97232,1909,Kerns
753,"4100 NE Multnomah St, Portland, OR 97232",789900,97232,2689,Kerns
837,"1761 NE Clackamas St, Portland, OR 97232",325000,97232,1151,Kerns
972,"1620 NE Broadway St Unit 230, Portland, OR 97232",620000,97232,1299,Kerns
998,"547 NE Royal Ct, Portland, OR 97232",819000,97232,2793,Kerns
1106,"950 NE Hazelfern Pl, Portland, OR 97232",855000,97232,2936,Kerns
1236,"610 NE Cesar E Chavez Blvd, Portland, OR 97232",995000,97232,4682,Kerns
1404,"1220 NE 17th Ave Apt 10F, Portland, OR 97232",329800,97232,972,Kerns
1460,"1420 NE 16th Ave, Portland, OR 97232",600000,97232,2017,Kerns
1477,"112 NE 32nd Ave, Portland, OR 97232",850000,97232,2370,Kerns
1483,"1620 NE Broadway St Unit 342, Portland, OR 97232",649000,97232,1278,Kerns
1551,"1608 NE Glisan St, Portland, OR 97232",524500,97232,1356,Kerns
1560,"3345 NE Holladay St, Portland, OR 97232",989000,97232,2546,Kerns
1561,"1405 NE 21st Ave Unit 12, Portland, OR 97232",299500,97232,981,Kerns
1727,"2159 NE Weidler St, Portland, OR 97232",250000,97232,798,Kerns
1743,"3507 NE Wasco St, Portland, OR 97232",645000,97232,3406,Kerns
1751,"2726 NE Wasco St, Portland, OR 97232",495000,97232,3026,Kerns
1761,"2149 NE Weidler St, Portland, OR 97232",199000,97232,798,Kerns
1867,"1220 NE 17th Ave Apt 6B, Portland, OR 97232",349000,97232,994,Kerns
1984,"3815 NE Hassalo St, Portland, OR 97232",640000,97232,2346,Kerns
2015,"2218 NE Flanders St Unit 5, Portland, OR 97232",374900,97232,958,Kerns
2136,"2621 NE Everett St, Portland, OR 97232",580000,97232,1995,Kerns
61,"14221 SE Madison St, Portland, OR 97233",579900,97233,2486,Rockwood
72,"363 SE 146th Ave, Portland, OR 97233",250000,97233,1038,Rockwood
104,"1751 SE 162nd Ave, Portland, OR 97233",468000,97233,1934,Rockwood
112,"1307 SE 141st Ave, Portland, OR 97233",424900,97233,1368,Rockwood
113,"18124 SE Stephens St, Portland, OR 97233",349999,97233,1066,Rockwood
147,"2310 SE 157th Ave, Portland, OR 97233",475000,97233,1601,Rockwood
156,"611 SE 142nd Ave Unit B, Portland, OR 97233",339900,97233,864,Rockwood
161,"611 SE 142nd Ave Unit A, Portland, OR 97233",399900,97233,1510,Rockwood
175,"1717 SE 151st Ave, Portland, OR 97233",439000,97233,2112,Rockwood
193,"12740 SE Salmon St, Portland, OR 97233",429900,97233,2379,Rockwood
210,"830 SE 179th Ave, Portland, OR 97233",464900,97233,2136,Rockwood
296,"13045 SE Stark St Unit 138, Portland, OR 97233",79900,97233,800,Rockwood
300,"13055 SE Stark St Unit 29, Portland, OR 97233",95000,97233,1241,Rockwood
314,"239 SE 136th Ave, Portland, OR 97233",575000,97233,3000,Rockwood
350,"904 SE 169th Dr, Portland, OR 97233",375000,97233,984,Rockwood
405,"2107 SE 148th Pl, Portland, OR 97233",234900,97233,1180,Rockwood
415,"14414 SE Alder Ct, Portland, OR 97233",375000,97233,1152,Rockwood
457,"136 SE 141st Ave, Portland, OR 97233",350000,97233,754,Rockwood
460,"1935 SE 154th Ave, Portland, OR 97233",460000,97233,1750,Rockwood
496,"1024 SE 144th Ave, Portland, OR 97233",385000,97233,960,Rockwood
497,"12804 E Burnside St, Portland, OR 97233",392000,97233,1325,Rockwood
503,"2239 SE 147th Ave, Portland, OR 97233",372500,97233,864,Rockwood
515,"14523 SE Mill St, Portland, OR 97233",575000,97233,1704,Rockwood
569,"2213 SE 179th Ave, Portland, OR 97233",369000,97233,1008,Rockwood
571,"1920 SE 135th Ave, Portland, OR 97233",396000,97233,912,Rockwood
577,"1907 SE 162nd Ave, Portland, OR 97233",479900,97233,1860,Rockwood
590,"353 SE Ankeny Cir, Portland, OR 97233",965888,97233,3738,Rockwood
599,"2336 SE 130th Ave, Portland, OR 97233",180000,97233,1580,Rockwood
616,"599 SE 148th Ave, Portland, OR 97233",199000,97233,867,Rockwood
621,"620 SE 146th Ave, Portland, OR 97233",325000,97233,2272,Rockwood
632,"17113 SE Salmon St, Portland, OR 97233",429900,97233,2047,Rockwood
669,"14844 SE Caruthers Ct, Portland, OR 97233",179000,97233,956,Rockwood
670,"2220 SE 146th Ave, Portland, OR 97233",399900,97233,1494,Rockwood
689,"12720 SE Mill St, Portland, OR 97233",379990,97233,1808,Rockwood
739,"16050 SE Clay St, Portland, OR 97233",415000,97233,1072,Rockwood
805,"12851 SE Stark St, Portland, OR 97233",185000,97233,1003,Rockwood
888,"1404 SE 148th Ave, Portland, OR 97233",365000,97233,1506,Rockwood
940,"2224 SE 158th Ave, Portland, OR 97233",430000,97233,1638,Rockwood
999,"18125 SE Stephens St, Portland, OR 97233",359900,97233,1064,Rockwood
1034,"1431 SE 135th Ave, Portland, OR 97233",399900,97233,1052,Rockwood
1142,"17155 SE Taylor St, Portland, OR 97233",435000,97233,1254,Rockwood
1171,"1924 SE 150th Ave, Portland, OR 97233",400000,97233,1684,Rockwood
1175,"202 SE 195th Ave, Portland, OR 97233",374900,97233,1128,Rockwood
1188,"2246 SE 139th Ave, Portland, OR 97233",419900,97233,1233,Rockwood
1269,"2219 SE 146th Ave, Portland, OR 97233",334800,97233,864,Rockwood
1297,"1016 SE 123rd Ave, Portland, OR 97233",399950,97233,1206,Rockwood
1304,"12412 SE Caruthers St, Portland, OR 97233",290000,97233,1250,Rockwood
1393,"1005 SE 151st Ave, Portland, OR 97233",389900,97233,1315,Rockwood
1415,"16250 SE Market St, Portland, OR 97233",399900,97233,1260,Rockwood
1492,"15217 SE Market Ct, Portland, OR 97233",472000,97233,1750,Rockwood
1523,"1615 SE 159th Ave, Portland, OR 97233",433000,97233,2084,Rockwood
1538,"12415 SE Market St, Portland, OR 97233",709000,97233,3237,Rockwood
1605,"1715 SE 148th Ave, Portland, OR 97233",429900,97233,1634,Rockwood
1616,"16248 SE Taylor St, Portland, OR 97233",335000,97233,1296,Rockwood
1639,"12819 SE Sherman St, Portland, OR 97233",549900,97233,2234,Rockwood
1641,"13946 SE Lincoln St, Portland, OR 97233",498000,97233,1623,Rockwood
1717,"15111 SE Lincoln St, Portland, OR 97233",399900,97233,912,Rockwood
1748,"1407 SE 143rd Pl, Portland, OR 97233",424950,97233,1320,Rockwood
1753,"105 SE 143rd Ave, Portland, OR 97233",399900,97233,1264,Rockwood
1792,"16707 SE Morrison St, Portland, OR 97233",430000,97233,2296,Rockwood
1871,"1844 SE 181st Ave, Portland, OR 97233",379500,97233,1404,Rockwood
1879,"300 SE 148th St, Portland, OR 97233",6000000,97233,23664,Rockwood
1918,"12814 SE Mill Ct, Portland, OR 97233",470000,97233,1796,Rockwood
1920,"14174 SE Hawthorne Ct, Portland, OR 97233",439000,97233,1490,Rockwood
2021,"2025 SE 139th Ave, Portland, OR 97233",495000,97233,2348,Rockwood
2026,"12840 SE Morrison St, Portland, OR 97233",499900,97233,2341,Rockwood
2037,"12410 SE Madison St, Portland, OR 97233",485000,97233,1856,Rockwood
2057,"2227 SE 174th Ave, Portland, OR 97233",749900,97233,2998,Rockwood
2091,"15712 SE Madison Ct, Portland, OR 97233",429900,97233,1952,Rockwood
2095,"14833 SE Grant Ct, Portland, OR 97233",179000,97233,956,Rockwood
2104,"17460 SE Alder St, Portland, OR 97233",439950,97233,1928,Rockwood
2180,"2052 SE 159th Ave, Portland, OR 97233",376000,97233,1335,Rockwood
2185,"620 SE 168th Ave, Portland, OR 97233",360000,97233,960,Rockwood
2186,"807 SE 174th Ave, Portland, OR 97233",414000,97233,2170,Rockwood
2239,"SE 176th Ave, Portland, OR 97233",635900,97233,2600,Rockwood
48,"17125 SE Sawtooth St, Portland, OR 97236",634800,97236,2952,Pleasant Valley
71,"12362 SE Long St, Portland, OR 97236",330000,97236,1324,Pleasant Valley
80,"14127 SE Rhone St, Portland, OR 97236",399999,97236,1252,Pleasant Valley
85,"4710 SE Anderegg Loop, Portland, OR 97236",489000,97236,2627,Pleasant Valley
86,"6336 SE 142nd Ave, Portland, OR 97236",319000,97236,1296,Pleasant Valley
136,"12345 SE Long St, Portland, OR 97236",314500,97236,1243,Pleasant Valley
160,"3052 SE 161st Ave, Portland, OR 97236",435000,97236,1434,Pleasant Valley
173,"7575 SE 156th Ave, Portland, OR 97236",614900,97236,2925,Pleasant Valley
207,"5627 SE 139th Ave, Portland, OR 97236",499000,97236,2573,Pleasant Valley
253,"3544 SE 158th Ave, Portland, OR 97236",415000,97236,3136,Pleasant Valley
292,"17061 SE Manley St, Portland, OR 97236",849999,97236,3252,Pleasant Valley
315,"15627 SE Woodward Ct, Portland, OR 97236",389850,97236,1296,Pleasant Valley
326,"2741 SE 141st Ave Unit A, Portland, OR 97236",375000,97236,1312,Pleasant Valley
339,"6331 SE Dunbar Dr, Portland, OR 97236",549900,97236,2233,Pleasant Valley
358,"15132 SE Franklin St, Portland, OR 97236",485000,97236,2208,Pleasant Valley
378,"7360 SE 156th Ave, Portland, OR 97236",749900,97236,2620,Pleasant Valley
408,"4024 SE 134th Ave, Portland, OR 97236",379900,97236,1072,Pleasant Valley
420,"2745 SE 167th Ave, Portland, OR 97236",457000,97236,1341,Pleasant Valley
436,"3230 SE 152nd Ave, Portland, OR 97236",449000,97236,1516,Pleasant Valley
454,"12419 SE Bush St, Portland, OR 97236",349500,97236,1862,Pleasant Valley
498,"17809 SE Haig Dr, Portland, OR 97236",424950,97236,2180,Pleasant Valley
507,"3930 SE 162nd Ave Unit 13, Portland, OR 97236",149995,97236,1344,Pleasant Valley
522,"16523 SE Crest Ct, Portland, OR 97236",599000,97236,2483,Pleasant Valley
524,"14516 SE Crystal St, Portland, OR 97236",569000,97236,2246,Pleasant Valley
533,"16901 SE Division St Unit 12A, Portland, OR 97236",47500,97236,576,Pleasant Valley
583,"15202 SE Kelly St, Portland, OR 97236",475000,97236,1909,Pleasant Valley
588,"13115 SE Foster Rd Unit 48, Portland, OR 97236",75000,97236,1248,Pleasant Valley
591,"2815 SE 129th Ave, Portland, OR 97236",379900,97236,1008,Pleasant Valley
592,"15341 SE Knapp Dr, Portland, OR 97236",595000,97236,2070,Pleasant Valley
627,"3557 SE 151st Ave, Portland, OR 97236",399950,97236,1772,Pleasant Valley
630,"2922 SE 136th Ave, Portland, OR 97236",369000,97236,1198,Pleasant Valley
641,"17022 SE Juliano Ct, Portland, OR 97236",360000,97236,1272,Pleasant Valley
694,"13314 SE Bush St, Portland, OR 97236",374900,97236,1500,Pleasant Valley
707,"14712 SE Duke St, Portland, OR 97236",699000,97236,3182,Pleasant Valley
781,"13523 SE Mall St, Portland, OR 97236",649900,97236,2423,Pleasant Valley
795,"5940 SE 138th Pl, Portland, OR 97236",365000,97236,920,Pleasant Valley
823,"17520 SE Marie Model St Unit Park, Portland, OR 97236",68800,97236,396,Pleasant Valley
827,"13838 SE Raymond St, Portland, OR 97236",579900,97236,1899,Pleasant Valley
832,"4803 SE Powell Butte Pkwy, Portland, OR 97236",468000,97236,1416,Pleasant Valley
856,"8150 SE 138th Dr, Portland, OR 97236",675000,97236,3202,Pleasant Valley
868,"14323 SE Bush St, Portland, OR 97236",365000,97236,1200,Pleasant Valley
892,"3015 SE 169th Ave, Portland, OR 97236",483000,97236,2401,Pleasant Valley
915,"3529 SE 136th Ave, Portland, OR 97236",630000,97236,2695,Pleasant Valley
943,"2738 SE 138th Ave Apt 118, Portland, OR 97236",209000,97236,814,Pleasant Valley
947,"12642 SE Foster Rd Apt A, Portland, OR 97236",314900,97236,1330,Pleasant Valley
997,"15815 SE Nehalem St, Portland, OR 97236",699900,97236,2736,Pleasant Valley
1025,"8400 SE Buford Ln, Portland, OR 97236",799990,97236,4327,Pleasant Valley
1045,"15907 SE Brooklyn St, Portland, OR 97236",375000,97236,924,Pleasant Valley
1054,"2820 SE 157th Ave, Portland, OR 97236",499900,97236,1791,Pleasant Valley
1078,"6323 SE Dunbar Dr, Portland, OR 97236",599000,97236,2215,Pleasant Valley
1102,"6519 SE 140th Ave, Portland, OR 97236",350000,97236,888,Pleasant Valley
