,Address,Price,Zip Code,size
1204,"10020 SE Grant St, Portland, OR 97216",499999,97216,2288
1205,"7305 SW 26th Ave, Portland, OR 97219",1250000,97219,3047
1206,"4404 SE 64th Ave, Portland, OR 97206",579900,97206,1972
1207,"13247 SE Bush St, Portland, OR 97236",399000,97236,2212
1208,"833 NW 25th Ave, Portland, OR 97210",874950,97210,1878
1209,"15768 SE Powell Blvd Unit 31, Portland, OR 97236",119000,97236,1296
1210,"806 N Holland Ave, Portland, OR 97217",595000,97217,2449
1211,"8802 NE Everett St, Portland, OR 97220",450000,97220,1450
1212,"6310 SW 35th Ave, Portland, OR 97221",525000,97221,1578
1213,"7206 S Virginia Ave, Portland, OR 97219",1000000,97219,2118
1214,"4848 NE 7th Ave, Portland, OR 97211",579900,97211,2382
1215,"4646 NE 97th Ave, Portland, OR 97220",390999,97220,3072
1216,"7502 SE 64th Ave, Portland, OR 97206",399500,97206,1686
1217,"4923 NE 23rd Ave, Portland, OR 97211",625000,97211,2588
1218,"6604 NE Alberta St, Portland, OR 97218",650000,97218,2132
1219,"311 NW 12th Ave Unit 1304, Portland, OR 97209",1199000,97209,1663
1220,"10708 SW 59th Dr, Portland, OR 97219",489000,97219,1281
1221,"11920 NW Thelin Ln Lot 92, Portland, OR 97229",979950,97229,2829
1222,"6954 N Oatman Ave, Portland, OR 97217",599000,97217,2238
1223,"2909 SE 168th Ave, Portland, OR 97236",415000,97236,2744
1224,"24800 NW Saint Helens Rd Unit L02, Portland, OR 97231",298500,97231,820
1225,"8930 SE Rural St, Portland, OR 97266",395000,97266,2324
1226,"2642 SW Chelmsford Ave, Portland, OR 97201",1850000,97201,4161
1227,"4914 SE Henderson St, Portland, OR 97206",614950,97206,1597
1228,"4930 SE Henderson St, Portland, OR 97206",599950,97206,1551
1229,"19844 NE Multnomah St, Portland, OR 97230",502656,97230,1584
1230,"3441 SE 111th Ave Unit 15, Portland, OR 97266",38000,97266,720
1231,"6204 SE Flavel St, Portland, OR 97206",550000,97206,1920
1232,"111 S California St, Portland, OR 97219",999000,97219,3135
1233,"8114 SE 63rd Ave, Portland, OR 97206",384999,97206,676
1234,"4607 SE Knapp St, Portland, OR 97206",719800,97206,2162
1235,"205 NE 103rd Ave, Portland, OR 97220",475000,97220,2800
1236,"610 NE Cesar E Chavez Blvd, Portland, OR 97232",995000,97232,4682
1237,"12910 N Image Canoe Ave, Portland, OR 97217",99985,97217,1584
1238,"9025 NE Hoyt St, Portland, OR 97220",529000,97220,1404
1239,"9021 NE Hoyt St, Portland, OR 97220",519000,97220,1404
1240,"6099 NE Going St, Portland, OR 97218",253900,97218,1180
1241,"6625 N Campbell Ave, Portland, OR 97217",729900,97217,2184
1242,"10523 NE Brazee St, Portland, OR 97220",414900,97220,1008
1243,"6651 NE Wygant St, Portland, OR 97218",414000,97218,1119
1244,"1310 NW Naito Pkwy Unit 905A, Portland, OR 97209",819000,97209,1484
1245,"10915 NE San Rafael St, Portland, OR 97220",414900,97220,1112
1246,"2905 NE 58th Ave, Portland, OR 97213",859000,97213,2760
1247,"6616 SE 75th Ave, Portland, OR 97206",410000,97206,950
1248,"1835 NE 92nd Ave, Portland, OR 97220",460000,97220,1788
1249,"2641 NW Sussex Ave, Portland, OR 97210",529900,97210,1992
1250,"15568 NW Wismer Dr, Portland, OR 97229",819000,97229,2421
1251,"5114 SW View Point Ter, Portland, OR 97239",649800,97239,1290
1252,"2514 NW 108th Ter, Portland, OR 97229",1050000,97229,2949
1253,"915 SE 71st Ave, Portland, OR 97215",729000,97215,2738
1254,"3401 SE 129th Ave, Portland, OR 97236",279900,97236,2124
1255,"8140 SW Cedar St, Portland, OR 97225",625000,97225,1506
1256,"11430 SW Lynnvale Dr, Portland, OR 97225",649000,97225,2787
1257,"3601 S River Pkwy Unit 2110, Portland, OR 97239",824900,97239,1831
1258,"2542 SE 33rd Ave, Portland, OR 97202",599000,97202,2760
1259,"6870 SW Gable Pkwy, Portland, OR 97225",779900,97225,2468
1260,"5122 N Montana Ave, Portland, OR 97217",399900,97217,1194
1261,"5530 SE Morrison St, Portland, OR 97215",779900,97215,2426
1262,"5835 N Minnesota Ave, Portland, OR 97217",529000,97217,1456
1263,"5430 SE 114th Pl, Portland, OR 97266",345000,97266,1451
1264,"11919 SE Ash St, Portland, OR 97216",276000,97216,1124
1265,"6615 NE Garfield Ave, Portland, OR 97211",475000,97211,1231
1266,"6171 SW 18th Dr, Portland, OR 97239",549100,97239,1450
1267,"3620 NE 80th Ave, Portland, OR 97213",465000,97213,1453
1268,"10215 N Buchanan Ave, Portland, OR 97203",465000,97203,1949
1269,"2219 SE 146th Ave, Portland, OR 97233",334800,97233,864
1270,"139 NE Stafford St, Portland, OR 97211",485000,97211,1514
1271,"15950 NW Claremont Dr, Portland, OR 97229",819900,97229,1423
1272,"1336 SE Pine St, Portland, OR 97214",1795000,97214,4536
1273,"6425 SW Alfred St, Portland, OR 97219",588000,97219,1676
1274,"13121 NE Rose Pkwy, Portland, OR 97230",699100,97230,3068
1275,"5914 S Riveridge Ln, Portland, OR 97239",397000,97239,1202
1276,"7462 NW Oakfern Dr, Portland, OR 97229",799000,97229,2386
1277,"3116 SE Cesar E Chavez Blvd, Portland, OR 97202",459900,97202,2149
1278,"937 NW Glisan St Unit 1534, Portland, OR 97209",1995000,97209,2440
1279,"8585 SW 82nd Ave, Portland, OR 97223",500000,97223,1008
1280,"1517 NE 148th Pl, Portland, OR 97230",482000,97230,1602
1281,"3001 NW Luray Cir, Portland, OR 97210",5995000,97210,8971
1282,"15055 NE Sacramento St Unit 75, Portland, OR 97230",279000,97230,1009
1283,"6604 SE Insley St Unit C, Portland, OR 97206",385000,97206,791
1284,"17462 NE Glisan St, Portland, OR 97230",120000,97230,1544
1285,"5614 NE 27th Ave, Portland, OR 97211",625000,97211,2281
1286,"14643 NE Stanton Ct, Portland, OR 97230",350000,97230,1850
1287,"14618 SE Duke St, Portland, OR 97236",599000,97236,2189
1288,"847 NE Killingsworth St, Portland, OR 97211",499500,97211,2223
1289,"7630 NE Prescott St, Portland, OR 97218",469900,97218,2434
1290,"1031 NE 76th Ave, Portland, OR 97213",719000,97213,2940
1291,"2837 SE 26th Ave, Portland, OR 97202",789900,97202,2472
1292,"1524 SE 35th Pl, Portland, OR 97214",1095000,97214,2799
1293,"14920 SW 164th Ave, Portland, OR 97224",699900,97224,2507
1294,"2706 SE 138th Ave Apt 33, Portland, OR 97236",183500,97236,796
1295,"4014 SE 48th Ave, Portland, OR 97206",525000,97206,1337
1296,"7709 SE 120th Pl, Portland, OR 97266",899000,97266,4781
1297,"1016 SE 123rd Ave, Portland, OR 97233",399950,97233,1206
1298,"7024 SW Canyon Dr, Portland, OR 97225",999500,97225,2744
1299,"11808 NW Weaver Ln, Portland, OR 97229",1175000,97229,3659
1300,"10140 N Polk Ave, Portland, OR 97203",399000,97203,980
1301,"3153 NE 89th Ave, Portland, OR 97220",515000,97220,1772
1302,"4632 NE 83rd Ave, Portland, OR 97220",350000,97220,1506
1303,"13419 SE Mall St, Portland, OR 97236",750000,97236,2818
1304,"12412 SE Caruthers St, Portland, OR 97233",290000,97233,1250
1305,"9409 SE Sun Crest Dr, Happy Valley, OR 97086",625000,97086,2916
1306,"2706 SE 138th Ave Apt 34, Portland, OR 97236",160000,97236,796
1307,"1814 SE 27th Ave, Portland, OR 97214",725000,97214,1970
1308,"3231 SE 150th Ave, Portland, OR 97236",475000,97236,2511
1309,"4778 SE 121st Pl, Portland, OR 97266",340000,97266,1488
1310,"2622 N Rosa Parks Way, Portland, OR 97217",649900,97217,1952
1311,"6305 NE Davis St, Portland, OR 97213",545000,97213,2204
1312,"3825 NE 63rd Ave, Portland, OR 97213",499950,97213,2538
1313,"10104 SW Morrison St, Portland, OR 97225",784900,97225,2629
1314,"2632 N Watts St, Portland, OR 97217",689900,97217,1631
1315,"2736 SE 20th Ave, Portland, OR 97202",449989,97202,2472
1316,"15715 NE Beech St Unit 4H, Portland, OR 97230",279900,97230,978
1317,"14611 SW Trevor Ln, Portland, OR 97224",733900,97224,2529
1318,"9000 NE M L King Blvd Unit 45, Portland, OR 97211",124900,97211,1188
1319,"521 NE Ainsworth St, Portland, OR 97211",569000,97211,1884
1320,"15760 NW Rondos Dr, Portland, OR 97229",599800,97229,1734
1321,"5339 SE 70th Ave, Portland, OR 97206",435000,97206,1722
1322,"3916 NE 13th Ave, Portland, OR 97212",699900,97212,2172
1323,"7467 N Jordan Ave, Portland, OR 97203",450000,97203,1054
1324,"8510 SW Jamieson Rd, Portland, OR 97225",995900,97225,3393
1325,"10007 N Central St, Portland, OR 97203",490000,97203,1400
1326,"9922 SE Pardee St, Portland, OR 97266",389900,97266,913
1327,"7020 SE 42nd Ave, Portland, OR 97206",672000,97206,2041
1328,"6715 N Mississippi Ave, Portland, OR 97217",549000,97217,2087
1329,"11020 NE Glisan St, Portland, OR 97220",395000,97220,2207
1330,"5409 N Depauw St, Portland, OR 97203",475000,97203,1690
1331,"3425 SW Barbur Blvd Apt 7, Portland, OR 97239",315000,97239,730
1332,"12064 SE Pine St, Portland, OR 97216",259900,97216,855
1333,"12060 SE Pine St, Portland, OR 97216",254900,97216,820
1334,"12062 SE Pine St, Portland, OR 97216",249900,97216,855
1335,"SW Fairmount Blvd, Portland, OR 97239",2450000,97239,3271
1336,"2335 SE 44th Ave, Portland, OR 97215",549900,97215,1568
1337,"1515 SW Elizabeth Ct, Portland, OR 97201",1995000,97201,4091
1338,"6535 N Interstate Ave, Portland, OR 97217",750000,97217,2528
1339,"1727 N Jantzen Ave, Portland, OR 97217",300000,97217,1571
1340,"2659 SW Sherwood Pl, Portland, OR 97201",1100000,97201,3632
1341,"10725 NW Thompson Rd, Portland, OR 97229",1650000,97229,4873
1342,"11219 SW Capitol Hwy, Portland, OR 97219",799900,97219,3700
1343,"4424 SE Stark St, Portland, OR 97215",749000,97215,3005
1344,"4539 SE Main St, Portland, OR 97215",849000,97215,3188
1345,"12225 NW Coleman Dr, Portland, OR 97229",1650000,97229,4272
1346,"5890 SW 54th Ave, Portland, OR 97221",639900,97221,2328
1347,"13618 NE Davis Ct, Portland, OR 97230",449900,97230,1720
1348,"937 NW Glisan St Unit 1335, Portland, OR 97209",599900,97209,1068
1349,"6730 SW 89th Pl, Portland, OR 97223",724000,97223,2483
1350,"8670 SW 75th Ave, Portland, OR 97223",599000,97223,1736
1351,"4027 NW Devoto Ln, Portland, OR 97229",1695000,97229,5503
1352,"4137 NE Garfield Ave, Portland, OR 97211",360000,97211,1010
1353,"777 NE 93rd Ave, Portland, OR 97220",425000,97220,1389
1354,"4901 SW Humphrey Park Crst, Portland, OR 97221",1100000,97221,3350
1355,"6102 SE 89th Ave, Portland, OR 97266",279990,97266,1120
1356,"2117 NW 23rd Ave, Portland, OR 97210",899000,97210,1938
1357,"3923 SW Alice St, Portland, OR 97219",685000,97219,1971
1358,"12232 N Westshore Dr, Portland, OR 97217",86500,97217,1112
1359,"4365 SE 67th Ave, Portland, OR 97206",475000,97206,979
1360,"2221 SW 1st Ave Apt 221, Portland, OR 97201",299900,97201,1267
1361,"14932 SE Rhone St, Portland, OR 97236",425000,97236,1488
1362,"3440 SE Holgate Blvd Unit B, Portland, OR 97202",399900,97202,833
1363,"2211 SW 1st Ave Unit 401, Portland, OR 97201",365000,97201,1166
1364,"3136 SE 81st Ave, Portland, OR 97206",385000,97206,830
1365,"6427 NE 32nd Ave, Portland, OR 97211",599900,97211,1790
1366,"8701 N Hamlin Ave, Portland, OR 97217",473100,97217,1394
1367,"212 NE Stanton St, Portland, OR 97212",449000,97212,1440
1368,"3817 SE Center St, Portland, OR 97202",748000,97202,2284
1369,"11629 SE Flavel St, Portland, OR 97266",649900,97266,3810
1370,"3705 SE Schiller St, Portland, OR 97202",540000,97202,1488
1371,"14927 NW Orchid St, Portland, OR 97229",564900,97229,1506
1372,"10668 SW 41st Ave, Portland, OR 97219",995000,97219,4504
1373,"1116 SE Stephens St, Portland, OR 97214",334900,97214,1830
1374,"3441 SE 9th Ave, Portland, OR 97202",475000,97202,1824
1375,"12205 SE Long St, Portland, OR 97236",309900,97236,1207
1376,"18920 NW Athena St, Portland, OR 97229",625000,97229,1970
1377,"9426 N Buchanan Ave, Portland, OR 97203",475000,97203,1560
1378,"841 S Gaines St Unit 2200, Portland, OR 97239",1500000,97239,2340
1379,"2603 NE Dekum St, Portland, OR 97211",458000,97211,858
1380,"1800 S Comus St, Portland, OR 97219",3750000,97219,6887
1381,"1901 S Comus St, Portland, OR 97219",2999000,97219,6887
1382,"626 NE Morris St, Portland, OR 97212",499000,97212,1409
1383,"7826 SE 31st Ave, Portland, OR 97202",1195000,97202,3888
1384,"1950 NE 62nd Ave, Portland, OR 97213",827000,97213,2760
1385,"1420 NW Lovejoy St Apt 712, Portland, OR 97209",975000,97209,1602
1386,"6527 SE 90th Ave, Portland, OR 97266",369900,97266,720
1387,"2835 SE Rex St, Portland, OR 97202",1190000,97202,3568
1388,"1439 SW Montgomery St, Portland, OR 97201",275000,97201,940
1389,"5126 NE 32nd Ave, Portland, OR 97211",439000,97211,1776
1390,"2140 SW Boundary St, Portland, OR 97239",959000,97239,2692
1391,"3218 SE 53rd Ave, Portland, OR 97206",599000,97206,2301
1392,"8652 SW 11th Ave, Portland, OR 97219",549900,97219,1663
1393,"1005 SE 151st Ave, Portland, OR 97233",389900,97233,1315
1394,"836 S Curry St Unit 1902, Portland, OR 97239",1890000,97239,3123
1395,"6927 NE Emerson St, Portland, OR 97218",360000,97218,712
1396,"2334 NW Northrup St, Portland, OR 97210",1300000,97210,6336
1397,"4910 NE 73rd Ave, Portland, OR 97218",599000,97218,2188
1398,"6342 NE 33rd Ave Unit A, Portland, OR 97211",649900,97211,1528
1399,"4618 NE 26th Ave, Portland, OR 97211",699000,97211,1836
1400,"3726 SE Woodstock Blvd, Portland, OR 97202",649900,97202,2518
1401,"4424 SE Crystal Springs Blvd, Portland, OR 97206",678000,97206,2577
1402,"4715 NW Malhuer Ave, Portland, OR 97229",899950,97229,3037
1403,"4824 SE 92nd Ave, Portland, OR 97266",998900,97266,1630
1404,"1220 NE 17th Ave Apt 10F, Portland, OR 97232",329800,97232,972
1405,"4044 NE Grand Ave, Portland, OR 97212",475000,97212,1930
1406,"4832 SE 92nd Ave, Portland, OR 97266",998900,97266,1560
1407,"4705 NE 110th Ave, Portland, OR 97220",380000,97220,1820
1408,"821 SW Davenport St, Portland, OR 97201",2495000,97201,3417
1409,"3570 S River Pkwy Unit 1711, Portland, OR 97239",729000,97239,1325
1410,"932 N Holland St, Portland, OR 97217",649500,97217,3086
1411,"1119 NE 120th Ave, Portland, OR 97220",492000,97220,2312
1412,"3135 SW Fairmount Blvd, Portland, OR 97239",2400000,97239,6202
1413,"2629 SE 112th Ave, Portland, OR 97266",265000,97266,760
1414,"9020 SW 26th Ave, Portland, OR 97219",469000,97219,1440
1415,"16250 SE Market St, Portland, OR 97233",399900,97233,1260
1416,"4024 NE 32nd Pl, Portland, OR 97212",745000,97212,2264
1417,"7014 SE 83rd Ave, Portland, OR 97266",339000,97266,840
1418,"622 S Nevada St Apt D, Portland, OR 97219",385000,97219,981
1419,"12350 SW Spring Ct, Portland, OR 97225",734500,97225,2461
1420,"2719 SE 136th Pl, Portland, OR 97236",374900,97236,1303
1421,"4510 SE 128th Ave, Portland, OR 97236",475000,97236,1709
1422,"10734 SE Cora St, Portland, OR 97266",335000,97266,1360
1423,"4040 SW Greenhills Way, Portland, OR 97221",1150000,97221,3533
1424,"14819 NE Sacramento St Unit 106, Portland, OR 97230",279000,97230,1128
1425,"9960 SW Melnore St, Portland, OR 97225",1300000,97225,3535
1426,"1026 N Fremont St, Portland, OR 97227",499000,97227,2454
1427,"4037 N Overlook Blvd, Portland, OR 97227",735000,97227,2220
1428,"2309 SW 1st Ave Apt 245, Portland, OR 97201",449000,97201,2062
1429,"12319 NW Sargent Ln, Portland, OR 97231",1190000,97231,4143
1430,"3404 SE 66th Ave, Portland, OR 97206",579000,97206,1883
1431,"1149 NE 175th Ave, Portland, OR 97230",429000,97230,1487
1432,"7128 N Knowles Ave, Portland, OR 97217",375000,97217,1196
1433,"28 SE 28th Ave Unit 309, Portland, OR 97214",534000,97214,1170
1434,"8806 N Dwight Ave, Portland, OR 97203",439000,97203,1621
1435,"5024 NE Flanders St, Portland, OR 97213",415000,97213,1461
1436,"3921 SE Boise St Unit 2, Portland, OR 97202",785000,97202,3161
1437,"10434 S Daphne Ave, Portland, OR 97219",1225000,97219,1114
1438,"6709 SE 115th Pl, Portland, OR 97266",450000,97266,1272
1439,"830 NW Dale Ave, Portland, OR 97229",699900,97229,2272
1440,"8615 N Van Houten Ave, Portland, OR 97203",639000,97203,2420
1441,"6974 N Knowles Ave, Portland, OR 97217",424000,97217,2392
1442,"1911 SW Elizabeth St, Portland, OR 97201",1095000,97201,2421
1443,"2941 NE Rocky Butte Rd, Portland, OR 97220",850000,97220,2700
1444,"2069 NW Overton St, Portland, OR 97209",1295000,97209,3941
1445,"7900 SW Crestline Dr, Portland, OR 97219",795000,97219,2616
1446,"15365 NW Decatur Way, Portland, OR 97229",659000,97229,2046
1447,"7531 SW 64th Pl, Portland, OR 97219",766000,97219,2783
1448,"2336 SW Osage St Unit 505, Portland, OR 97205",399000,97205,1030
1449,"12855 SW Douglas St, Portland, OR 97225",439900,97225,984
1450,"13463 SW 63rd Pl, Portland, OR 97219",575000,97219,1588
1451,"4104 SE 136th Ave, Portland, OR 97236",365000,97236,975
1452,"2225 SW 81st Ave, Portland, OR 97225",699000,97225,3074
1453,"2706 SE 35th Ave, Portland, OR 97202",650000,97202,2248
1454,"8214 SW 6th Ave, Portland, OR 97219",850000,97219,2851
1455,"3116 NE 83rd Ave, Portland, OR 97220",425000,97220,1664
1456,"6704 N Knowles Ave, Portland, OR 97217",829950,97217,2012
1457,"3500 SW 98th Ave, Portland, OR 97225",825000,97225,1914
1458,"9380 N Mohawk Ave, Portland, OR 97203",669000,97203,2090
1459,"8320 NE Beech St, Portland, OR 97220",375000,97220,1462
1460,"1420 NE 16th Ave, Portland, OR 97232",600000,97232,2017
1461,"13090 SE Glenwood St, Portland, OR 97236",350000,97236,1494
1462,"1504 S Radcliffe Rd, Portland, OR 97219",1925000,97219,4869
1463,"9035 N Clarendon Ave, Portland, OR 97203",550000,97203,2449
1464,"23560 NW St Helens Rd Unit N4, Portland, OR 97231",399000,97231,1525
1465,"4717 NE 78th Ave, Portland, OR 97218",449000,97218,1176
1466,"1919 SE 80th Ave, Portland, OR 97215",415000,97215,1737
1467,"11306 SW 49th Ave, Portland, OR 97219",469000,97219,1167
1468,"4327 SW Altadena Ave, Portland, OR 97239",789000,97239,3040
1469,"5656 N Wilbur Ave, Portland, OR 97217",475900,97217,2146
1470,"8927 SW 51st Ave, Portland, OR 97219",574900,97219,1680
1471,"1517 SW College St, Portland, OR 97201",1225000,97201,2934
1472,"17288 NW Ginger Ln, Portland, OR 97229",1044900,97229,2760
1473,"7398 NW Imogene Ter, Portland, OR 97229",925400,97229,2555
1474,"11030 NW Reeves St, Portland, OR 97229",895000,97229,2576
1475,"13831 NE Fremont Ct, Portland, OR 97230",559900,97230,2484
1476,"17290 NW Twinberry Ln, Portland, OR 97229",1025000,97229,3065
1477,"112 NE 32nd Ave, Portland, OR 97232",850000,97232,2370
1478,"4620 NE 14th Pl, Portland, OR 97211",749900,97211,2132
1479,"705 SE 78th Ave, Portland, OR 97215",589000,97215,2391
1480,"15265 NW Remembrance Ct, Portland, OR 97229",1050000,97229,4415
1481,"7007 N Smith St, Portland, OR 97203",415000,97203,1342
1482,"3900 SE Henry St, Portland, OR 97202",630000,97202,2568
1483,"1620 NE Broadway St Unit 342, Portland, OR 97232",649000,97232,1278
1484,"250 NW 87th Ave, Portland, OR 97229",825000,97229,2540
1485,"24 NE Buffalo St, Portland, OR 97211",599000,97211,2380
1486,"320 NE 75th Ave, Portland, OR 97213",459900,97213,1522
1487,"1640 NE 134th Pl, Portland, OR 97230",675000,97230,3466
1488,"9034 N Portsmouth Ave, Portland, OR 97203",425000,97203,983
1489,"16417 NW Chadwick Way Unit 303, Portland, OR 97229",320000,97229,920
1490,"7827 SE 54th Ave, Portland, OR 97206",699900,97206,2955
1491,"8759 N Wilbur Ave, Portland, OR 97217",400000,97217,2570
1492,"15217 SE Market Ct, Portland, OR 97233",472000,97233,1750
1493,"11930 NE Morris St, Portland, OR 97220",449000,97220,1040
1494,"7718 SE 114th Ct, Portland, OR 97266",639900,97266,1879
1495,"2200 SW Mitchell St, Portland, OR 97239",995000,97239,3544
1496,"5030 SE 49th Ave, Portland, OR 97206",675000,97206,2100
1497,"7110 NE 17th Ave, Portland, OR 97211",479900,97211,1600
1498,"21278 NW Cannes Dr, Portland, OR 97229",549900,97229,1852
1499,"6455 SW Old Scholls Ferry Rd, Portland, OR 97223",650000,97223,2051
1500,"4930 SE 71st Ave, Portland, OR 97206",595000,97206,2904
1501,"8544 NE Boehmer St, Portland, OR 97220",360000,97220,837
1502,"6710 SE 81st Ave, Portland, OR 97206",249900,97206,1150
1503,"15943 SE Bybee Dr, Portland, OR 97236",599990,97236,2550
1504,"8 SE 71st Ave, Portland, OR 97215",615000,97215,1700
1505,"134 SE 72nd Ave, Portland, OR 97215",850000,97215,2659
1506,"3424 NE 18th Ave, Portland, OR 97212",1075000,97212,2724
1507,"5926 NE 42nd Ave, Portland, OR 97218",529900,97218,1357
1508,"2470 NW Westover Rd, Portland, OR 97210",1500000,97210,6111
1509,"4835 NW 187th Ave, Portland, OR 97229",615000,97229,1829
1510,"6839 N Fiske Ave, Portland, OR 97203",775000,97203,2284
1511,"1811 NW Couch St Apt 508, Portland, OR 97209",360000,97209,1007
1512,"4439 SW Eleanor Ln, Portland, OR 97221",1195000,97221,5437
1513,"4243 SW 58th Ave, Portland, OR 97221",795000,97221,2592
1514,"8706 SE Woodstock Blvd, Portland, OR 97266",316000,97266,1056
1515,"17318 NW Twinberry Ln, Portland, OR 97229",965000,97229,2683
1516,"17289 NW Anita St, Portland, OR 97229",963953,97229,2550
1517,"8000 SW Wareham Cir, Portland, OR 97223",724900,97223,3822
1518,"2018 NE 92nd Ave, Portland, OR 97220",450000,97220,1592
1519,"9340 SE Morrison St, Portland, OR 97216",390000,97216,798
1520,"17356 NW Ginger Ln, Portland, OR 97229",1060468,97229,3130
1521,"2630 SW Patton Rd, Portland, OR 97201",795000,97201,2446
1522,"3440 SE Holgate Blvd Unit C, Portland, OR 97202",399900,97202,833
1523,"1615 SE 159th Ave, Portland, OR 97233",433000,97233,2084
1524,"7391 NW Imogene Ter, Portland, OR 97229",1041900,97229,3310
1525,"6036 SE Harney St, Portland, OR 97206",299900,97206,924
1526,"4309 SW Cullen Blvd, Portland, OR 97221",599900,97221,3480
1527,"7605 SE Carlton St, Portland, OR 97206",624900,97206,2464
1528,"4990 S Landing Dr Unit 302, Portland, OR 97239",369900,97239,1153
1529,"1725 NW Jenne Ave, Portland, OR 97229",599000,97229,1883
1530,"3543 NE Schuyler St, Portland, OR 97212",834900,97212,3020
1531,"1815 SW 16th Ave Apt 301, Portland, OR 97201",574900,97201,1589
1532,"4234 SE Rex St, Portland, OR 97206",580000,97206,1718
1533,"1626 N Willis Blvd, Portland, OR 97217",425000,97217,1836
1534,"1737 NE 156th Ave, Portland, OR 97230",545000,97230,2434
1535,"11218 SW 51st Ave, Portland, OR 97219",569900,97219,1664
1536,"3240 N Michigan Ave, Portland, OR 97227",615000,97227,2255
1537,"15912 NW Tullamorrie Way, Portland, OR 97229",725000,97229,1432
1538,"12415 SE Market St, Portland, OR 97233",709000,97233,3237
1539,"4805 SW 50th Ave, Portland, OR 97221",755000,97221,2615
1540,"173 NE Bridgeton Rd Slip 20, Portland, OR 97211",359000,97211,1435
1541,"1406 SW Freeman St, Portland, OR 97219",455000,97219,2273
1542,"12604 NW Barnes Rd Apt 6, Portland, OR 97229",205000,97229,812
1543,"2374 SE 51st Ave, Portland, OR 97215",875000,97215,3942
1544,"3956 SE Ivon St, Portland, OR 97202",650000,97202,2401
1545,"5259 N Bowdoin St, Portland, OR 97203",350000,97203,1896
1546,"4856 SE 99th Ave, Portland, OR 97266",549900,97266,3549
1547,"4203 NE 65th Ave, Portland, OR 97218",625000,97218,2635
1548,"1001 NW Lovejoy St Unit 1210, Portland, OR 97209",1245000,97209,1824
1549,"4335 NE 77th Ave, Portland, OR 97218",575000,97218,1600
1550,"3146 SW Fairmount Blvd, Portland, OR 97239",1076000,97239,5188
1551,"1608 NE Glisan St, Portland, OR 97232",524500,97232,1356
1552,"9218 SE 55th Ave, Portland, OR 97206",695000,97206,2207
1553,"3637 NE 141st Ave, Portland, OR 97230",569000,97230,2831
1554,"5729 SE Francis St, Portland, OR 97206",364999,97206,1700
1555,"2325 NE 15th Ave, Portland, OR 97212",925000,97212,2873
1556,"7223 N Fessenden St, Portland, OR 97203",349950,97203,976
1557,"1025 NW Couch St Unit 1411, Portland, OR 97209",995000,97209,1620
1558,"6538 SE 64th Ave Unit B, Portland, OR 97206",399950,97206,787
1559,"3029 SE Tibbetts St, Portland, OR 97202",425000,97202,763
1560,"3345 NE Holladay St, Portland, OR 97232",989000,97232,2546
1561,"1405 NE 21st Ave Unit 12, Portland, OR 97232",299500,97232,981
1562,"2723 SE 35th Pl, Portland, OR 97202",899000,97202,3545
1563,"8995 SW Jamieson Rd, Portland, OR 97225",699900,97225,2146
1564,"1507 SE Knight St, Portland, OR 97202",1025000,97202,2494
1565,"4600 SW Greenhills Way, Portland, OR 97221",1995000,97221,5883
1566,"1001 NW Lovejoy St Unit 404, Portland, OR 97209",839000,97209,1265
1567,"4834 NE Prescott St Unit A, Portland, OR 97218",449900,97218,1070
1568,"16826 SE Lafayette St, Portland, OR 97236",350000,97236,1008
1569,"5717 NE 16th Ave, Portland, OR 97211",524999,97211,2205
1570,"811 NE 92nd Ave, Portland, OR 97220",369900,97220,2086
1571,"5731 SE 50th Ave, Portland, OR 97206",574900,97206,2968
1572,"6546 SE 64th Ave Unit B, Portland, OR 97206",409950,97206,787
1573,"6538 SE 64th Ave Unit A, Portland, OR 97206",599950,97206,2140
1574,"5711 SE Carlton St, Portland, OR 97206",475000,97206,1536
1575,"6907 N Haven Ave, Portland, OR 97203",695000,97203,2284
1576,"8233 NE Going Pl, Portland, OR 97220",349900,97220,768
1577,"1518 SE Poplar Ave, Portland, OR 97214",850000,97214,2723
1578,"5255 SE Lambert St, Portland, OR 97206",514900,97206,2833
1579,"8310 SW 10th Ave, Portland, OR 97219",790000,97219,2722
1580,"3241 NW 101st Ave, Portland, OR 97229",1025000,97229,2781
1581,"9733 N Exeter Ave, Portland, OR 97203",384900,97203,887
1582,"11878 NW Thelin Ln, Portland, OR 97229",1149950,97229,3330
1583,"16160 NW Brugger Rd Lot 4, Portland, OR 97229",799950,97229,2478
1584,"2515 SW Abigail Ct, Portland, OR 97219",579000,97219,1736
1585,"13007 SE Division St, Portland, OR 97236",499950,97236,2270
1586,"11 SW Canby St, Portland, OR 97219",675000,97219,2240
1587,"1221 SW 10th Ave Unit 702, Portland, OR 97205",575000,97205,1379
1588,"3401 SE 143rd Ave, Portland, OR 97236",374900,97236,1584
1589,"11373 NW Kenzie Ln, Portland, OR 97229",699500,97229,2267
1590,"1530 SW Mitchell Ln, Portland, OR 97239",1205000,97239,4001
1591,"8711 SE 19th Ave, Portland, OR 97202",539000,97202,1648
1592,"6425 SE Yamhill St, Portland, OR 97215",1399000,97215,5370
1593,"899 SW Summit View Dr, Portland, OR 97225",895000,97225,3373
1594,"14667 NW Applegate Ln, Portland, OR 97229",868000,97229,2900
1595,"14617 NW Cedar St, Portland, OR 97231",1350000,97231,3870
